"","exp_no","employee_no","date","amount"
"19815","E19815","Emp0184",2021-08-05,493
"19816","E19816","Emp0273",2021-08-05,441
"19817","E19817","Emp1527",2021-08-05,515
"19818","E19818","Emp0718",2021-08-05,507
"19819","E19819","Emp1519",2021-08-05,505
"19820","E19820","Emp1215",2021-08-05,452
"19821","E19821","Emp0363",2021-08-05,503
"19822","E19822","Emp0798",2021-08-05,487
"19823","E19823","Emp1529",2021-08-05,475
"19824","E19824","Emp0479",2021-08-05,487
"19825","E19825","Emp0262",2021-08-05,479
"19826","E19826","Emp1641",2021-08-05,510
"19827","E19827","Emp0867",2021-08-05,521
"19828","E19828","Emp1597",2021-08-05,489
"19829","E19829","Emp1175",2021-08-05,457
"19830","E19830","Emp0339",2021-08-05,501
"19831","E19831","Emp1327",2021-08-05,498
"19832","E19832","Emp0926",2021-08-05,524
"19833","E19833","Emp0362",2021-08-05,468
"19834","E19834","Emp1191",2021-08-05,454
"19835","E19835","Emp0933",2021-08-05,509
"19836","E19836","Emp1616",2021-08-05,495
"19837","E19837","Emp0689",2021-08-05,536
"19838","E19838","Emp1073",2021-08-05,493
"19839","E19839","Emp1518",2021-08-05,493
"19840","E19840","Emp0974",2021-08-05,475
"19841","E19841","Emp0479",2021-08-05,506
"19842","E19842","Emp0699",2021-08-05,528
"19843","E19843","Emp1658",2021-08-05,478
"19844","E19844","Emp1561",2021-08-05,486
"19845","E19845","Emp1531",2021-08-05,469
"19846","E19846","Emp0805",2021-08-05,535
"19847","E19847","Emp1250",2021-08-05,479
"19848","E19848","Emp0030",2021-08-05,450
"19849","E19849","Emp0020",2021-08-05,459
"19850","E19850","Emp0700",2021-08-05,488
"19851","E19851","Emp0959",2021-08-05,496
"19852","E19852","Emp0758",2021-08-05,488
"19853","E19853","Emp1324",2021-08-05,513
"19854","E19854","Emp0467",2021-08-05,481
"19855","E19855","Emp1139",2021-08-05,496
"19856","E19856","Emp1524",2021-08-05,567
"19857","E19857","Emp0745",2021-08-05,542
"19858","E19858","Emp0341",2021-08-05,518
"19859","E19859","Emp1496",2021-08-05,486
"19860","E19860","Emp1011",2021-08-05,469
"19861","E19861","Emp0055",2021-08-05,466
"19862","E19862","Emp1358",2021-08-05,457
"19863","E19863","Emp0413",2021-08-05,488
"19864","E19864","Emp0160",2021-08-05,510
"19865","E19865","Emp1396",2021-08-05,473
"19866","E19866","Emp0606",2021-08-05,480
"19867","E19867","Emp1257",2021-08-05,504
"19868","E19868","Emp0766",2021-08-05,483
"19869","E19869","Emp1229",2021-08-05,456
"19870","E19870","Emp0051",2021-08-05,489
"19871","E19871","Emp0553",2021-08-05,500
"19872","E19872","Emp0180",2021-08-05,485
"19873","E19873","Emp1564",2021-08-05,482
"19874","E19874","Emp0952",2021-08-05,488
"19875","E19875","Emp1513",2021-08-05,504
"19876","E19876","Emp0599",2021-08-06,486
"19877","E19877","Emp0154",2021-08-06,494
"19878","E19878","Emp1083",2021-08-06,464
"19879","E19879","Emp1393",2021-08-06,497
"19880","E19880","Emp1102",2021-08-06,497
"19881","E19881","Emp0774",2021-08-06,456
"19882","E19882","Emp0786",2021-08-06,500
"19883","E19883","Emp1211",2021-08-06,484
"19884","E19884","Emp1148",2021-08-06,491
"19885","E19885","Emp0324",2021-08-06,457
"19886","E19886","Emp1382",2021-08-06,504
"19887","E19887","Emp0915",2021-08-06,492
"19888","E19888","Emp0273",2021-08-06,468
"19889","E19889","Emp0869",2021-08-06,515
"19890","E19890","Emp1102",2021-08-06,485
"19891","E19891","Emp0147",2021-08-06,486
"19892","E19892","Emp1525",2021-08-06,472
"19893","E19893","Emp1206",2021-08-06,525
"19894","E19894","Emp1455",2021-08-06,468
"19895","E19895","Emp0548",2021-08-06,494
"19896","E19896","Emp0359",2021-08-06,492
"19897","E19897","Emp1412",2021-08-06,497
"19898","E19898","Emp1472",2021-08-06,474
"19899","E19899","Emp0698",2021-08-06,479
"19900","E19900","Emp0812",2021-08-06,473
"19901","E19901","Emp0108",2021-08-06,468
"19902","E19902","Emp0586",2021-08-06,485
"19903","E19903","Emp0680",2021-08-06,477
"19904","E19904","Emp0121",2021-08-06,515
"19905","E19905","Emp1086",2021-08-06,475
"19906","E19906","Emp0443",2021-08-06,484
"19907","E19907","Emp1064",2021-08-06,502
"19908","E19908","Emp1483",2021-08-06,450
"19909","E19909","Emp0155",2021-08-06,508
"19910","E19910","Emp0560",2021-08-06,458
"19911","E19911","Emp0273",2021-08-06,452
"19912","E19912","Emp1298",2021-08-06,491
"19913","E19913","Emp1462",2021-08-06,468
"19914","E19914","Emp0923",2021-08-06,479
"19915","E19915","Emp0938",2021-08-06,522
"19916","E19916","Emp0078",2021-08-06,488
"19917","E19917","Emp1615",2021-08-06,491
"19918","E19918","Emp0078",2021-08-06,532
"19919","E19919","Emp1261",2021-08-06,483
"19920","E19920","Emp0851",2021-08-06,526
"19921","E19921","Emp0743",2021-08-06,501
"19922","E19922","Emp0827",2021-08-06,497
"19923","E19923","Emp0249",2021-08-06,513
"19924","E19924","Emp0719",2021-08-06,475
"19925","E19925","Emp0661",2021-08-06,457
"19926","E19926","Emp0140",2021-08-06,493
"19927","E19927","Emp1429",2021-08-06,490
"19928","E19928","Emp1399",2021-08-06,493
"19929","E19929","Emp0988",2021-08-06,484
"19930","E19930","Emp0968",2021-08-06,478
"19931","E19931","Emp1170",2021-08-06,526
"19932","E19932","Emp0171",2021-08-06,501
"19933","E19933","Emp1234",2021-08-06,459
"19934","E19934","Emp1058",2021-08-06,502
"19935","E19935","Emp1597",2021-08-06,512
"19936","E19936","Emp0085",2021-08-06,508
"19937","E19937","Emp0513",2021-08-06,500
"19938","E19938","Emp1237",2021-08-06,502
"19939","E19939","Emp0200",2021-08-06,483
"19940","E19940","Emp0277",2021-08-06,477
"19941","E19941","Emp0208",2021-08-06,478
"19942","E19942","Emp0296",2021-08-06,484
"19943","E19943","Emp1130",2021-08-06,462
"19944","E19944","Emp1268",2021-08-06,487
"19945","E19945","Emp0484",2021-08-06,458
"19946","E19946","Emp1520",2021-08-06,469
"19947","E19947","Emp0396",2021-08-06,477
"19948","E19948","Emp0047",2021-08-06,480
"19949","E19949","Emp0662",2021-08-06,519
"19950","E19950","Emp0392",2021-08-06,494
"19951","E19951","Emp0076",2021-08-06,478
"19952","E19952","Emp1373",2021-08-06,527
"19953","E19953","Emp0471",2021-08-06,491
"19954","E19954","Emp0176",2021-08-06,482
"19955","E19955","Emp1544",2021-08-06,528
"19956","E19956","Emp1280",2021-08-06,495
"19957","E19957","Emp0585",2021-08-06,539
"19958","E19958","Emp1347",2021-08-06,540
"19959","E19959","Emp1391",2021-08-06,506
"19960","E19960","Emp1135",2021-08-06,520
"19961","E19961","Emp0165",2021-08-06,491
"19962","E19962","Emp0079",2021-08-06,445
"19963","E19963","Emp0263",2021-08-06,474
"19964","E19964","Emp0245",2021-08-06,499
"19965","E19965","Emp1186",2021-08-06,484
"19966","E19966","Emp0928",2021-08-06,505
"19967","E19967","Emp0102",2021-08-06,488
"19968","E19968","Emp0342",2021-08-06,528
"19969","E19969","Emp0145",2021-08-06,490
"19970","E19970","Emp0740",2021-08-06,545
"19971","E19971","Emp1050",2021-08-06,468
"19972","E19972","Emp1099",2021-08-06,464
"19973","E19973","Emp0885",2021-08-06,455
"19974","E19974","Emp0287",2021-08-06,481
"19975","E19975","Emp0635",2021-08-06,522
"19976","E19976","Emp0954",2021-08-06,516
"19977","E19977","Emp0096",2021-08-06,481
"19978","E19978","Emp0568",2021-08-07,506
"19979","E19979","Emp0622",2021-08-07,451
"19980","E19980","Emp0039",2021-08-07,509
"19981","E19981","Emp1333",2021-08-07,453
"19982","E19982","Emp0431",2021-08-07,490
"19983","E19983","Emp0998",2021-08-07,472
"19984","E19984","Emp0080",2021-08-07,527
"19985","E19985","Emp1650",2021-08-07,463
"19986","E19986","Emp0722",2021-08-07,456
"19987","E19987","Emp1482",2021-08-07,465
"19988","E19988","Emp0924",2021-08-07,512
"19989","E19989","Emp0547",2021-08-07,480
"19990","E19990","Emp1403",2021-08-07,440
"19991","E19991","Emp0079",2021-08-07,489
"19992","E19992","Emp1500",2021-08-07,509
"19993","E19993","Emp1109",2021-08-07,523
"19994","E19994","Emp0759",2021-08-07,475
"19995","E19995","Emp0432",2021-08-07,495
"19996","E19996","Emp0715",2021-08-07,510
"19997","E19997","Emp0429",2021-08-07,508
"19998","E19998","Emp0315",2021-08-07,471
"19999","E19999","Emp0536",2021-08-07,494
"20000","E20000","Emp1330",2021-08-07,459
"20001","E20001","Emp0074",2021-08-07,460
"20002","E20002","Emp1432",2021-08-07,491
"20003","E20003","Emp1509",2021-08-07,540
"20004","E20004","Emp1132",2021-08-07,486
"20005","E20005","Emp0115",2021-08-07,502
"20006","E20006","Emp0854",2021-08-07,484
"20007","E20007","Emp0953",2021-08-07,472
"20008","E20008","Emp0565",2021-08-07,443
"20009","E20009","Emp1007",2021-08-07,505
"20010","E20010","Emp0178",2021-08-07,499
"20011","E20011","Emp0351",2021-08-07,505
"20012","E20012","Emp0961",2021-08-07,504
"20013","E20013","Emp0030",2021-08-07,491
"20014","E20014","Emp0496",2021-08-07,525
"20015","E20015","Emp1177",2021-08-07,502
"20016","E20016","Emp1424",2021-08-07,479
"20017","E20017","Emp0407",2021-08-07,489
"20018","E20018","Emp1607",2021-08-07,473
"20019","E20019","Emp1073",2021-08-07,506
"20020","E20020","Emp0140",2021-08-07,478
"20021","E20021","Emp0409",2021-08-07,476
"20022","E20022","Emp0418",2021-08-07,508
"20023","E20023","Emp0263",2021-08-07,522
"20024","E20024","Emp1560",2021-08-07,476
"20025","E20025","Emp0168",2021-08-07,489
"20026","E20026","Emp0511",2021-08-07,519
"20027","E20027","Emp0543",2021-08-07,443
"20028","E20028","Emp1641",2021-08-07,493
"20029","E20029","Emp0686",2021-08-07,505
"20030","E20030","Emp1616",2021-08-07,476
"20031","E20031","Emp0578",2021-08-07,491
"20032","E20032","Emp1272",2021-08-07,467
"20033","E20033","Emp1511",2021-08-07,501
"20034","E20034","Emp1603",2021-08-07,505
"20035","E20035","Emp0954",2021-08-07,476
"20036","E20036","Emp0566",2021-08-07,494
"20037","E20037","Emp1625",2021-08-07,489
"20038","E20038","Emp0816",2021-08-07,505
"20039","E20039","Emp0953",2021-08-07,503
"20040","E20040","Emp0460",2021-08-07,511
"20041","E20041","Emp0400",2021-08-07,516
"20042","E20042","Emp0263",2021-08-07,507
"20043","E20043","Emp0717",2021-08-07,508
"20044","E20044","Emp1075",2021-08-07,455
"20045","E20045","Emp0256",2021-08-07,479
"20046","E20046","Emp0658",2021-08-07,472
"20047","E20047","Emp0747",2021-08-07,471
"20048","E20048","Emp1178",2021-08-07,498
"20049","E20049","Emp1254",2021-08-07,491
"20050","E20050","Emp0084",2021-08-07,519
"20051","E20051","Emp1453",2021-08-07,492
"20052","E20052","Emp0327",2021-08-07,488
"20053","E20053","Emp0657",2021-08-07,518
"20054","E20054","Emp0349",2021-08-07,529
"20055","E20055","Emp0941",2021-08-07,470
"20056","E20056","Emp0875",2021-08-07,535
"20057","E20057","Emp1257",2021-08-07,511
"20058","E20058","Emp0177",2021-08-07,473
"20059","E20059","Emp0717",2021-08-07,475
"20060","E20060","Emp1481",2021-08-07,467
"20061","E20061","Emp1658",2021-08-07,503
"20062","E20062","Emp0044",2021-08-07,449
"20063","E20063","Emp1556",2021-08-07,502
"20064","E20064","Emp1450",2021-08-07,534
"20065","E20065","Emp0399",2021-08-07,476
"20066","E20066","Emp0596",2021-08-07,506
"20067","E20067","Emp1308",2021-08-08,505
"20068","E20068","Emp1446",2021-08-08,479
"20069","E20069","Emp1360",2021-08-08,497
"20070","E20070","Emp1234",2021-08-08,469
"20071","E20071","Emp1255",2021-08-08,474
"20072","E20072","Emp0108",2021-08-08,507
"20073","E20073","Emp0262",2021-08-08,498
"20074","E20074","Emp0822",2021-08-08,497
"20075","E20075","Emp0428",2021-08-08,480
"20076","E20076","Emp1118",2021-08-08,516
"20077","E20077","Emp0887",2021-08-08,523
"20078","E20078","Emp0158",2021-08-08,481
"20079","E20079","Emp0183",2021-08-08,468
"20080","E20080","Emp0010",2021-08-08,484
"20081","E20081","Emp0432",2021-08-08,492
"20082","E20082","Emp0945",2021-08-08,496
"20083","E20083","Emp1037",2021-08-08,497
"20084","E20084","Emp0622",2021-08-08,481
"20085","E20085","Emp1578",2021-08-08,473
"20086","E20086","Emp0006",2021-08-08,471
"20087","E20087","Emp0547",2021-08-08,475
"20088","E20088","Emp1305",2021-08-08,491
"20089","E20089","Emp0669",2021-08-08,412
"20090","E20090","Emp0968",2021-08-08,506
"20091","E20091","Emp1140",2021-08-08,491
"20092","E20092","Emp0607",2021-08-08,473
"20093","E20093","Emp1187",2021-08-08,454
"20094","E20094","Emp0872",2021-08-08,474
"20095","E20095","Emp0077",2021-08-08,481
"20096","E20096","Emp0024",2021-08-08,496
"20097","E20097","Emp0067",2021-08-08,476
"20098","E20098","Emp0155",2021-08-08,500
"20099","E20099","Emp0257",2021-08-08,446
"20100","E20100","Emp0902",2021-08-08,451
"20101","E20101","Emp0214",2021-08-08,501
"20102","E20102","Emp0791",2021-08-08,502
"20103","E20103","Emp1009",2021-08-08,490
"20104","E20104","Emp0009",2021-08-08,452
"20105","E20105","Emp0750",2021-08-08,513
"20106","E20106","Emp0234",2021-08-08,460
"20107","E20107","Emp0219",2021-08-08,478
"20108","E20108","Emp1459",2021-08-08,500
"20109","E20109","Emp0282",2021-08-08,490
"20110","E20110","Emp0283",2021-08-08,491
"20111","E20111","Emp0810",2021-08-08,469
"20112","E20112","Emp1108",2021-08-08,430
"20113","E20113","Emp0708",2021-08-08,483
"20114","E20114","Emp0097",2021-08-08,531
"20115","E20115","Emp0834",2021-08-08,512
"20116","E20116","Emp1011",2021-08-08,484
"20117","E20117","Emp0979",2021-08-08,505
"20118","E20118","Emp0648",2021-08-08,502
"20119","E20119","Emp0276",2021-08-08,515
"20120","E20120","Emp1564",2021-08-08,504
"20121","E20121","Emp1517",2021-08-08,503
"20122","E20122","Emp1248",2021-08-08,523
"20123","E20123","Emp0821",2021-08-08,506
"20124","E20124","Emp0382",2021-08-08,506
"20125","E20125","Emp0142",2021-08-08,494
"20126","E20126","Emp1305",2021-08-08,499
"20127","E20127","Emp1534",2021-08-08,459
"20128","E20128","Emp1653",2021-08-08,522
"20129","E20129","Emp1470",2021-08-08,505
"20130","E20130","Emp0133",2021-08-08,501
"20131","E20131","Emp1630",2021-08-08,505
"20132","E20132","Emp0679",2021-08-08,508
"20133","E20133","Emp0738",2021-08-08,527
"20134","E20134","Emp1533",2021-08-08,490
"20135","E20135","Emp0850",2021-08-08,476
"20136","E20136","Emp0740",2021-08-08,497
"20137","E20137","Emp0806",2021-08-08,457
"20138","E20138","Emp0834",2021-08-08,514
"20139","E20139","Emp1551",2021-08-08,465
"20140","E20140","Emp1092",2021-08-08,457
"20141","E20141","Emp0737",2021-08-08,490
"20142","E20142","Emp0105",2021-08-08,475
"20143","E20143","Emp0760",2021-08-08,528
"20144","E20144","Emp1300",2021-08-08,477
"20145","E20145","Emp0100",2021-08-08,492
"20146","E20146","Emp0193",2021-08-08,484
"20147","E20147","Emp1172",2021-08-08,460
"20148","E20148","Emp0160",2021-08-08,472
"20149","E20149","Emp0560",2021-08-08,487
"20150","E20150","Emp1510",2021-08-08,520
"20151","E20151","Emp1574",2021-08-08,479
"20152","E20152","Emp1487",2021-08-08,482
"20153","E20153","Emp1088",2021-08-08,488
"20154","E20154","Emp1280",2021-08-08,481
"20155","E20155","Emp0385",2021-08-08,475
"20156","E20156","Emp1222",2021-08-08,473
"20157","E20157","Emp1427",2021-08-08,522
"20158","E20158","Emp1358",2021-08-08,523
"20159","E20159","Emp0936",2021-08-08,487
"20160","E20160","Emp0202",2021-08-09,525
"20161","E20161","Emp0181",2021-08-09,534
"20162","E20162","Emp0318",2021-08-09,490
"20163","E20163","Emp1001",2021-08-09,510
"20164","E20164","Emp1616",2021-08-09,481
"20165","E20165","Emp0129",2021-08-09,463
"20166","E20166","Emp0128",2021-08-09,489
"20167","E20167","Emp0711",2021-08-09,481
"20168","E20168","Emp0513",2021-08-09,473
"20169","E20169","Emp0357",2021-08-09,451
"20170","E20170","Emp0693",2021-08-09,534
"20171","E20171","Emp1338",2021-08-09,476
"20172","E20172","Emp0009",2021-08-09,498
"20173","E20173","Emp1063",2021-08-09,459
"20174","E20174","Emp0854",2021-08-09,481
"20175","E20175","Emp1328",2021-08-09,499
"20176","E20176","Emp1480",2021-08-09,478
"20177","E20177","Emp0473",2021-08-09,488
"20178","E20178","Emp1407",2021-08-09,560
"20179","E20179","Emp0866",2021-08-09,519
"20180","E20180","Emp1402",2021-08-09,491
"20181","E20181","Emp1663",2021-08-09,496
"20182","E20182","Emp1409",2021-08-09,493
"20183","E20183","Emp0125",2021-08-09,495
"20184","E20184","Emp1184",2021-08-09,502
"20185","E20185","Emp1406",2021-08-09,458
"20186","E20186","Emp0593",2021-08-09,496
"20187","E20187","Emp0361",2021-08-09,466
"20188","E20188","Emp0171",2021-08-09,500
"20189","E20189","Emp0550",2021-08-09,474
"20190","E20190","Emp0252",2021-08-09,468
"20191","E20191","Emp0970",2021-08-09,498
"20192","E20192","Emp0608",2021-08-09,487
"20193","E20193","Emp1308",2021-08-09,452
"20194","E20194","Emp0026",2021-08-09,452
"20195","E20195","Emp1666",2021-08-09,499
"20196","E20196","Emp1341",2021-08-09,489
"20197","E20197","Emp1529",2021-08-09,535
"20198","E20198","Emp0354",2021-08-09,482
"20199","E20199","Emp0111",2021-08-09,459
"20200","E20200","Emp0363",2021-08-09,498
"20201","E20201","Emp1406",2021-08-09,487
"20202","E20202","Emp1570",2021-08-09,458
"20203","E20203","Emp0055",2021-08-09,529
"20204","E20204","Emp0995",2021-08-09,487
"20205","E20205","Emp1651",2021-08-09,482
"20206","E20206","Emp1267",2021-08-09,489
"20207","E20207","Emp1505",2021-08-09,519
"20208","E20208","Emp1447",2021-08-09,466
"20209","E20209","Emp0176",2021-08-09,481
"20210","E20210","Emp1566",2021-08-09,476
"20211","E20211","Emp1074",2021-08-09,462
"20212","E20212","Emp1401",2021-08-09,505
"20213","E20213","Emp0724",2021-08-09,499
"20214","E20214","Emp0621",2021-08-09,482
"20215","E20215","Emp1540",2021-08-09,478
"20216","E20216","Emp1186",2021-08-09,459
"20217","E20217","Emp1294",2021-08-09,498
"20218","E20218","Emp0747",2021-08-09,520
"20219","E20219","Emp1053",2021-08-09,472
"20220","E20220","Emp0370",2021-08-09,477
"20221","E20221","Emp0171",2021-08-09,480
"20222","E20222","Emp0141",2021-08-09,485
"20223","E20223","Emp1074",2021-08-09,525
"20224","E20224","Emp0239",2021-08-09,503
"20225","E20225","Emp1349",2021-08-09,495
"20226","E20226","Emp0555",2021-08-09,484
"20227","E20227","Emp0346",2021-08-09,509
"20228","E20228","Emp1187",2021-08-09,452
"20229","E20229","Emp0155",2021-08-09,499
"20230","E20230","Emp1437",2021-08-09,453
"20231","E20231","Emp0131",2021-08-09,476
"20232","E20232","Emp1426",2021-08-09,529
"20233","E20233","Emp0712",2021-08-09,474
"20234","E20234","Emp0056",2021-08-09,513
"20235","E20235","Emp0851",2021-08-09,523
"20236","E20236","Emp1455",2021-08-09,501
"20237","E20237","Emp1660",2021-08-09,503
"20238","E20238","Emp0239",2021-08-09,485
"20239","E20239","Emp1136",2021-08-09,506
"20240","E20240","Emp0522",2021-08-09,459
"20241","E20241","Emp0166",2021-08-09,523
"20242","E20242","Emp0092",2021-08-09,501
"20243","E20243","Emp0265",2021-08-10,494
"20244","E20244","Emp1343",2021-08-10,504
"20245","E20245","Emp0794",2021-08-10,488
"20246","E20246","Emp1394",2021-08-10,475
"20247","E20247","Emp0229",2021-08-10,500
"20248","E20248","Emp1055",2021-08-10,502
"20249","E20249","Emp1327",2021-08-10,473
"20250","E20250","Emp0370",2021-08-10,522
"20251","E20251","Emp0418",2021-08-10,478
"20252","E20252","Emp0442",2021-08-10,514
"20253","E20253","Emp0630",2021-08-10,531
"20254","E20254","Emp0294",2021-08-10,468
"20255","E20255","Emp1146",2021-08-10,475
"20256","E20256","Emp1505",2021-08-10,505
"20257","E20257","Emp1123",2021-08-10,483
"20258","E20258","Emp0921",2021-08-10,516
"20259","E20259","Emp1551",2021-08-10,502
"20260","E20260","Emp0283",2021-08-10,537
"20261","E20261","Emp1235",2021-08-10,474
"20262","E20262","Emp1462",2021-08-10,526
"20263","E20263","Emp0045",2021-08-10,480
"20264","E20264","Emp0979",2021-08-10,490
"20265","E20265","Emp0866",2021-08-10,456
"20266","E20266","Emp0576",2021-08-10,520
"20267","E20267","Emp0779",2021-08-10,480
"20268","E20268","Emp0770",2021-08-10,514
"20269","E20269","Emp0155",2021-08-10,524
"20270","E20270","Emp1407",2021-08-10,481
"20271","E20271","Emp0583",2021-08-10,460
"20272","E20272","Emp1153",2021-08-10,505
"20273","E20273","Emp1455",2021-08-10,462
"20274","E20274","Emp1355",2021-08-10,466
"20275","E20275","Emp0159",2021-08-10,515
"20276","E20276","Emp1633",2021-08-10,499
"20277","E20277","Emp0268",2021-08-10,495
"20278","E20278","Emp0829",2021-08-10,490
"20279","E20279","Emp0528",2021-08-10,508
"20280","E20280","Emp0422",2021-08-10,489
"20281","E20281","Emp1043",2021-08-10,461
"20282","E20282","Emp0361",2021-08-10,459
"20283","E20283","Emp0923",2021-08-10,479
"20284","E20284","Emp0347",2021-08-10,521
"20285","E20285","Emp0900",2021-08-10,510
"20286","E20286","Emp0443",2021-08-10,490
"20287","E20287","Emp0890",2021-08-10,479
"20288","E20288","Emp1118",2021-08-10,485
"20289","E20289","Emp0315",2021-08-10,478
"20290","E20290","Emp1248",2021-08-10,503
"20291","E20291","Emp0506",2021-08-10,509
"20292","E20292","Emp1467",2021-08-10,513
"20293","E20293","Emp0479",2021-08-10,467
"20294","E20294","Emp0323",2021-08-10,462
"20295","E20295","Emp1267",2021-08-10,506
"20296","E20296","Emp0022",2021-08-10,489
"20297","E20297","Emp0450",2021-08-10,440
"20298","E20298","Emp0996",2021-08-10,487
"20299","E20299","Emp0731",2021-08-10,497
"20300","E20300","Emp1058",2021-08-10,494
"20301","E20301","Emp0949",2021-08-10,471
"20302","E20302","Emp0289",2021-08-10,496
"20303","E20303","Emp0952",2021-08-10,492
"20304","E20304","Emp1092",2021-08-10,468
"20305","E20305","Emp0137",2021-08-10,519
"20306","E20306","Emp1338",2021-08-10,479
"20307","E20307","Emp0037",2021-08-10,517
"20308","E20308","Emp0720",2021-08-10,456
"20309","E20309","Emp0657",2021-08-10,518
"20310","E20310","Emp1602",2021-08-10,501
"20311","E20311","Emp0016",2021-08-10,494
"20312","E20312","Emp0538",2021-08-10,484
"20313","E20313","Emp0171",2021-08-10,490
"20314","E20314","Emp0461",2021-08-10,480
"20315","E20315","Emp1510",2021-08-10,480
"20316","E20316","Emp1393",2021-08-10,456
"20317","E20317","Emp1127",2021-08-10,464
"20318","E20318","Emp0191",2021-08-10,439
"20319","E20319","Emp0208",2021-08-10,506
"20320","E20320","Emp0669",2021-08-10,518
"20321","E20321","Emp1340",2021-08-10,474
"20322","E20322","Emp0797",2021-08-10,490
"20323","E20323","Emp1263",2021-08-10,472
"20324","E20324","Emp0689",2021-08-10,548
"20325","E20325","Emp1613",2021-08-10,488
"20326","E20326","Emp0641",2021-08-10,446
"20327","E20327","Emp1199",2021-08-10,482
"20328","E20328","Emp1131",2021-08-11,467
"20329","E20329","Emp0011",2021-08-11,495
"20330","E20330","Emp1081",2021-08-11,502
"20331","E20331","Emp0195",2021-08-11,505
"20332","E20332","Emp1157",2021-08-11,549
"20333","E20333","Emp0012",2021-08-11,474
"20334","E20334","Emp1473",2021-08-11,477
"20335","E20335","Emp1444",2021-08-11,464
"20336","E20336","Emp0467",2021-08-11,506
"20337","E20337","Emp1072",2021-08-11,516
"20338","E20338","Emp1610",2021-08-11,522
"20339","E20339","Emp1447",2021-08-11,504
"20340","E20340","Emp0299",2021-08-11,514
"20341","E20341","Emp1559",2021-08-11,489
"20342","E20342","Emp1562",2021-08-11,439
"20343","E20343","Emp1278",2021-08-11,530
"20344","E20344","Emp1615",2021-08-11,474
"20345","E20345","Emp1194",2021-08-11,490
"20346","E20346","Emp1412",2021-08-11,526
"20347","E20347","Emp1571",2021-08-11,482
"20348","E20348","Emp0084",2021-08-11,539
"20349","E20349","Emp0075",2021-08-11,462
"20350","E20350","Emp0944",2021-08-11,443
"20351","E20351","Emp0483",2021-08-11,534
"20352","E20352","Emp0767",2021-08-11,498
"20353","E20353","Emp0113",2021-08-11,539
"20354","E20354","Emp0608",2021-08-11,515
"20355","E20355","Emp0734",2021-08-11,519
"20356","E20356","Emp1529",2021-08-11,489
"20357","E20357","Emp0276",2021-08-11,524
"20358","E20358","Emp1389",2021-08-11,482
"20359","E20359","Emp0364",2021-08-11,502
"20360","E20360","Emp0519",2021-08-11,495
"20361","E20361","Emp1036",2021-08-11,490
"20362","E20362","Emp0356",2021-08-11,489
"20363","E20363","Emp0758",2021-08-11,492
"20364","E20364","Emp1628",2021-08-11,444
"20365","E20365","Emp1628",2021-08-11,507
"20366","E20366","Emp1358",2021-08-11,508
"20367","E20367","Emp0982",2021-08-11,493
"20368","E20368","Emp1650",2021-08-11,490
"20369","E20369","Emp0650",2021-08-11,509
"20370","E20370","Emp0531",2021-08-11,539
"20371","E20371","Emp1479",2021-08-11,482
"20372","E20372","Emp0981",2021-08-11,488
"20373","E20373","Emp0348",2021-08-11,452
"20374","E20374","Emp0499",2021-08-11,485
"20375","E20375","Emp1330",2021-08-11,492
"20376","E20376","Emp0666",2021-08-11,498
"20377","E20377","Emp1655",2021-08-11,474
"20378","E20378","Emp1214",2021-08-11,527
"20379","E20379","Emp1202",2021-08-11,482
"20380","E20380","Emp0208",2021-08-11,477
"20381","E20381","Emp0726",2021-08-11,456
"20382","E20382","Emp0128",2021-08-11,515
"20383","E20383","Emp0900",2021-08-11,495
"20384","E20384","Emp0398",2021-08-11,446
"20385","E20385","Emp0840",2021-08-11,511
"20386","E20386","Emp1551",2021-08-11,511
"20387","E20387","Emp1250",2021-08-11,480
"20388","E20388","Emp0730",2021-08-11,477
"20389","E20389","Emp0015",2021-08-11,499
"20390","E20390","Emp0778",2021-08-11,500
"20391","E20391","Emp1261",2021-08-11,504
"20392","E20392","Emp1389",2021-08-11,503
"20393","E20393","Emp1278",2021-08-11,502
"20394","E20394","Emp0933",2021-08-11,472
"20395","E20395","Emp0481",2021-08-11,490
"20396","E20396","Emp0103",2021-08-11,505
"20397","E20397","Emp0850",2021-08-11,458
"20398","E20398","Emp1077",2021-08-11,482
"20399","E20399","Emp0578",2021-08-11,511
"20400","E20400","Emp0362",2021-08-11,490
"20401","E20401","Emp0063",2021-08-11,476
"20402","E20402","Emp1007",2021-08-11,519
"20403","E20403","Emp1491",2021-08-11,490
"20404","E20404","Emp0080",2021-08-11,487
"20405","E20405","Emp0667",2021-08-11,490
"20406","E20406","Emp1435",2021-08-11,482
"20407","E20407","Emp1226",2021-08-11,486
"20408","E20408","Emp0664",2021-08-11,445
"20409","E20409","Emp0658",2021-08-11,502
"20410","E20410","Emp0829",2021-08-11,481
"20411","E20411","Emp1270",2021-08-11,503
"20412","E20412","Emp0287",2021-08-11,459
"20413","E20413","Emp0274",2021-08-11,497
"20414","E20414","Emp0364",2021-08-11,481
"20415","E20415","Emp0421",2021-08-11,515
"20416","E20416","Emp1561",2021-08-11,480
"20417","E20417","Emp0988",2021-08-11,476
"20418","E20418","Emp1566",2021-08-12,499
"20419","E20419","Emp0910",2021-08-12,466
"20420","E20420","Emp0715",2021-08-12,484
"20421","E20421","Emp0709",2021-08-12,488
