"","customer_no","invoice_no","amount","shipper_no","shipper_date","confirm_exception","confirm_response","confirm_pct"
"88591","c00599","i88688",26,"s89044",2021-12-02,0,"Confirmed, Balance OK",1
"88592","c00690","i88578",68,"s89045",2021-12-02,0,"Confirmed, Balance OK",1
"88593","c00714","i88541",306,"s89046",2021-12-02,0,"Confirmed, Balance OK",1
"88596","c00286","i88646",264,"s89330",2021-12-03,0,"Confirmed, Balance OK",1
"88597","c00214","i88653",324,"s89331",2021-12-03,0,"Confirmed, Balance OK",1
"88598","c00016","i88631",23,"s89332",2021-12-03,0,"Confirmed, Balance OK",1
"88599","c00647","i88515",258,"s89333",2021-12-03,1,"Customer will not pay shipping",0.84991995770717
"88604","c00240","i88505",348,"s89638",2021-12-04,0,"Confirmed, Balance OK",1
"88605","c00135","i88654",140,"s89639",2021-12-04,0,"Confirmed, Balance OK",1
"88609","c00755","i88685",36,"s89926",2021-12-05,0,"Confirmed, Balance OK",1
"88610","c00861","i88548",408,"s89927",2021-12-05,0,"Confirmed, Balance OK",1
"88620","c00307","i88429",124,"s90183",2021-12-06,0,"Confirmed, Balance OK",1
"88621","c00642","i88675",500,"s90184",2021-12-06,0,"Confirmed, Balance OK",1
"88622","c00010","i88552",0,"s90185",2021-12-06,0,"Confirmed, Balance OK",1
"88625","c00907","i88520",288,"s90481",2021-12-07,0,"Confirmed, Balance OK",1
"88626","c00172","i88458",62,"s90482",2021-12-07,0,"Confirmed, Balance OK",1
"88627","c00443","i88442",56,"s90483",2021-12-07,0,"Confirmed, Balance OK",1
"88628","c00428","i88518",162,"s90484",2021-12-07,0,"Confirmed, Balance OK",1
"88631","c00447","i88438",0,"s90765",2021-12-08,0,"Confirmed, Balance OK",1
"88638","c00647","i88595",240,"s91052",2021-12-09,0,"Confirmed, Balance OK",1
"88639","c00860","i88594",0,"s91053",2021-12-09,0,"Confirmed, Balance OK",1
"88645","c00571","i88437",112,"s91558",2021-12-11,0,"Confirmed, Balance OK",1
"88646","c00323","i88554",432,"s91559",2021-12-11,0,"Confirmed, Balance OK",1
"88647","c00184","i88445",128,"s91560",2021-12-11,0,"Confirmed, Balance OK",1
"88648","c00668","i88533",204,"s91837",2021-12-12,0,"Confirmed, Balance OK",1
"88649","c00617","i88670",160,"s92101",2021-12-13,0,"Confirmed, Balance OK",1
"88650","c00689","i88547",160,"s92102",2021-12-13,1,"No Response",0.595901258664671
"88654","c00768","i88626",56,"s92393",2021-12-14,0,"Confirmed, Balance OK",1
"88656","c00328","i88448",0,"s92690",2021-12-15,1,"Customer claims to have returned the goods",0.507490889427718
"88657","c00250","i88427",504,"s92943",2021-12-16,0,"Confirmed, Balance OK",1
"88658","c00199","i88627",148,"s92944",2021-12-16,0,"Confirmed, Balance OK",1
"88660","c00999","i88476",192,"s93210",2021-12-17,0,"Confirmed, Balance OK",1
"88661","c00565","i88460",0,"s93211",2021-12-17,0,"Confirmed, Balance OK",1
"88666","c00062","i88661",184,"s93739",2021-12-19,0,"Confirmed, Balance OK",1
"88667","c00402","i88558",44,"s93740",2021-12-19,0,"Confirmed, Balance OK",1
"88668","c00845","i88455",240,"s94013",2021-12-20,0,"Confirmed, Balance OK",1
"88669","c00575","i88537",0,"s94529",2021-12-22,0,"Confirmed, Balance OK",1
"88672","c00295","i88636",21,"s94808",2021-12-23,0,"Confirmed, Balance OK",1
"88674","c00454","i88584",84,"s95367",2021-12-25,0,"Confirmed, Balance OK",1
"88675","c00987","i88566",96,"s95368",2021-12-25,0,"Confirmed, Balance OK",1
"88676","c00641","i88562",120,"s95646",2021-12-26,1,"Customer claims fraction of the amount charged",0.851150181039702
"88677","c00954","i88652",0,"s95920",2021-12-27,0,"Confirmed, Balance OK",1
"88679","c00236","i88624",544,"s96184",2021-12-28,0,"Confirmed, Balance OK",1
"88680","c00619","i88461",252,"s96449",2021-12-29,0,"Confirmed, Balance OK",1
"88681","c00630","i88519",0,"s96726",2021-12-30,0,"Confirmed, Balance OK",1
"88687","c00858","i88614",0,"s98894",2022-01-10,0,"Confirmed, Balance OK",1
"88689","c00801","i88648",27,"s99746",2022-01-25,1,"Customer rejects charge",0.744720668438822
"88690","c00392","i88534",144,"s99843",2022-01-30,0,"Confirmed, Balance OK",1
"88700","c00742","i88711",132,"s86276",2021-11-21,0,"Confirmed, Balance OK",1
"88701","c00874","i88757",81,"s86277",2021-11-21,0,"Confirmed, Balance OK",1
"88702","c00847","i88951",93,"s86278",2021-11-21,0,"Confirmed, Balance OK",1
"88703","c00012","i88882",780,"s86279",2021-11-21,0,"Confirmed, Balance OK",1
"88723","c00700","i88968",0,"s86535",2021-11-22,0,"Confirmed, Balance OK",1
"88724","c00093","i88740",468,"s86536",2021-11-22,0,"Confirmed, Balance OK",1
"88725","c00765","i88715",100,"s86537",2021-11-22,0,"Confirmed, Balance OK",1
"88726","c00705","i88955",168,"s86538",2021-11-22,0,"Confirmed, Balance OK",1
"88727","c00445","i88774",93,"s86539",2021-11-22,0,"Confirmed, Balance OK",1
"88728","c00520","i88782",432,"s86540",2021-11-22,0,"Confirmed, Balance OK",1
"88741","c00892","i88692",30,"s86753",2021-11-23,0,"Confirmed, Balance OK",1
"88742","c00900","i88736",60,"s86754",2021-11-23,0,"Confirmed, Balance OK",1
"88743","c00354","i88855",124,"s86755",2021-11-23,0,"Confirmed, Balance OK",1
"88744","c00637","i88874",117,"s86756",2021-11-23,1,"Customer claims to have returned the goods",0.725885260202922
"88745","c00217","i88743",225,"s86757",2021-11-23,0,"Confirmed, Balance OK",1
"88746","c00022","i88760",42,"s86758",2021-11-23,0,"Confirmed, Balance OK",1
"88747","c00944","i88835",420,"s86759",2021-11-23,0,"Confirmed, Balance OK",1
"88748","c00519","i88967",153,"s86760",2021-11-23,0,"Confirmed, Balance OK",1
"88749","c00210","i88905",0,"s86761",2021-11-23,0,"Confirmed, Balance OK",1
"88750","c00849","i88941",51,"s86762",2021-11-23,0,"Confirmed, Balance OK",1
"88760","c00835","i88755",116,"s87004",2021-11-24,0,"Confirmed, Balance OK",1
"88761","c00763","i88765",104,"s87005",2021-11-24,0,"Confirmed, Balance OK",1
"88762","c00157","i88943",180,"s87006",2021-11-24,0,"Confirmed, Balance OK",1
"88763","c00028","i88725",272,"s87007",2021-11-24,0,"Confirmed, Balance OK",1
"88764","c00161","i88828",144,"s87008",2021-11-24,0,"Confirmed, Balance OK",1
"88765","c00970","i88906",124,"s87009",2021-11-24,0,"Confirmed, Balance OK",1
"88767","c00393","i88742",198,"s87011",2021-11-24,0,"Confirmed, Balance OK",1
"88768","c00940","i88899",174,"s87012",2021-11-24,0,"Confirmed, Balance OK",1
"88769","c00524","i88776",72,"s87013",2021-11-24,0,"Confirmed, Balance OK",1
"88780","c00435","i88822",198,"s87249",2021-11-25,0,"Confirmed, Balance OK",1
"88781","c00511","i88747",62,"s87250",2021-11-25,0,"Confirmed, Balance OK",1
"88782","c00784","i88734",288,"s87251",2021-11-25,0,"Confirmed, Balance OK",1
"88783","c00518","i88887",62,"s87252",2021-11-25,0,"Confirmed, Balance OK",1
"88784","c00611","i88952",300,"s87253",2021-11-25,0,"Confirmed, Balance OK",1
"88785","c00602","i88700",28,"s87254",2021-11-25,0,"Confirmed, Balance OK",1
"88786","c00751","i88778",99,"s87255",2021-11-25,0,"Confirmed, Balance OK",1
"88787","c00890","i88940",372,"s87256",2021-11-25,1,"No Response",0.521464534949046
"88795","c00219","i88766",186,"s87492",2021-11-26,0,"Confirmed, Balance OK",1
"88796","c00394","i88860",144,"s87493",2021-11-26,1,"No Response",0.924976330215577
"88797","c00653","i88705",200,"s87494",2021-11-26,0,"Confirmed, Balance OK",1
"88798","c00303","i88886",0,"s87495",2021-11-26,0,"Confirmed, Balance OK",1
"88799","c00888","i88912",0,"s87496",2021-11-26,0,"Confirmed, Balance OK",1
"88800","c00280","i88936",348,"s87497",2021-11-26,1,"Customer cannot pay",0.831189305423759
"88801","c00451","i88904",224,"s87498",2021-11-26,0,"Confirmed, Balance OK",1
"88802","c00852","i88694",272,"s87499",2021-11-26,0,"Confirmed, Balance OK",1
"88803","c00550","i88826",0,"s87500",2021-11-26,0,"Confirmed, Balance OK",1
"88804","c00173","i88786",31,"s87501",2021-11-26,0,"Confirmed, Balance OK",1
"88805","c00691","i88762",70,"s87502",2021-11-26,0,"Confirmed, Balance OK",1
"88814","c00198","i88770",0,"s87759",2021-11-27,0,"Confirmed, Balance OK",1
"88815","c00772","i88966",94,"s87760",2021-11-27,0,"Confirmed, Balance OK",1
"88816","c00611","i88697",468,"s87761",2021-11-27,1,"Unable to confirm balance",0.656166757200845
"88817","c00668","i88820",24,"s87762",2021-11-27,0,"Confirmed, Balance OK",1
"88818","c00905","i88759",99,"s87763",2021-11-27,0,"Confirmed, Balance OK",1
"88819","c00544","i88847",270,"s87764",2021-11-27,0,"Confirmed, Balance OK",1
"88820","c00703","i88701",104,"s87765",2021-11-27,0,"Confirmed, Balance OK",1
"88821","c00249","i88907",112,"s87766",2021-11-27,0,"Confirmed, Balance OK",1
"88822","c00423","i88924",384,"s87767",2021-11-27,1,"Customer claims fraction of the amount charged",0.909690146211069
"88823","c00217","i88934",560,"s87768",2021-11-27,0,"Confirmed, Balance OK",1
"88824","c00664","i88801",81,"s87769",2021-11-27,1,"Customer cannot pay",0.977229136689566
"88825","c00172","i88909",96,"s87770",2021-11-27,0,"Confirmed, Balance OK",1
"88828","c00981","i88849",136,"s88029",2021-11-28,0,"Confirmed, Balance OK",1
"88829","c00120","i88717",460,"s88030",2021-11-28,0,"Confirmed, Balance OK",1
"88830","c00077","i88764",279,"s88031",2021-11-28,0,"Confirmed, Balance OK",1
"88831","c00797","i88781",42,"s88032",2021-11-28,0,"Confirmed, Balance OK",1
"88832","c00311","i88792",46,"s88033",2021-11-28,0,"Confirmed, Balance OK",1
"88833","c00934","i88881",40,"s88034",2021-11-28,0,"Confirmed, Balance OK",1
"88834","c00384","i88719",43,"s88035",2021-11-28,0,"Confirmed, Balance OK",1
"88835","c00444","i88712",48,"s88036",2021-11-28,0,"Confirmed, Balance OK",1
"88836","c00199","i88908",0,"s88037",2021-11-28,0,"Confirmed, Balance OK",1
"88843","c00494","i88859",32,"s88284",2021-11-29,0,"Confirmed, Balance OK",1
"88844","c00123","i88928",93,"s88285",2021-11-29,0,"Confirmed, Balance OK",1
"88845","c00169","i88872",0,"s88286",2021-11-29,0,"Confirmed, Balance OK",1
"88846","c00577","i88857",84,"s88287",2021-11-29,0,"Confirmed, Balance OK",1
"88847","c00096","i88843",62,"s88288",2021-11-29,1,"Customer claims fraction of the amount charged",0.929640888960566
"88848","c00766","i88892",132,"s88289",2021-11-29,0,"Confirmed, Balance OK",1
"88850","c00223","i88949",24,"s88514",2021-11-30,0,"Confirmed, Balance OK",1
"88851","c00315","i88883",93,"s88515",2021-11-30,0,"Confirmed, Balance OK",1
"88853","c00889","i88698",48,"s88517",2021-11-30,0,"Confirmed, Balance OK",1
"88855","c00345","i88876",240,"s88519",2021-11-30,0,"Confirmed, Balance OK",1
"88856","c00425","i88956",87,"s88520",2021-11-30,0,"Confirmed, Balance OK",1
"88857","c00691","i88926",408,"s88521",2021-11-30,0,"Confirmed, Balance OK",1
"88858","c00420","i88931",0,"s88522",2021-11-30,0,"Confirmed, Balance OK",1
"88859","c00172","i88816",176,"s88523",2021-11-30,0,"Confirmed, Balance OK",1
"88864","c00995","i88929",0,"s88787",2021-12-01,0,"Confirmed, Balance OK",1
"88865","c00653","i88751",29,"s88788",2021-12-01,0,"Confirmed, Balance OK",1
"88866","c00608","i88861",162,"s88789",2021-12-01,0,"Confirmed, Balance OK",1
"88867","c00302","i88841",104,"s88790",2021-12-01,0,"Confirmed, Balance OK",1
"88868","c00127","i88922",52,"s88791",2021-12-01,0,"Confirmed, Balance OK",1
"88878","c00852","i88898",540,"s89056",2021-12-02,0,"Confirmed, Balance OK",1
"88879","c00783","i88793",128,"s89057",2021-12-02,0,"Confirmed, Balance OK",1
"88880","c00076","i88780",128,"s89058",2021-12-02,0,"Confirmed, Balance OK",1
"88881","c00737","i88927",70,"s89059",2021-12-02,0,"Confirmed, Balance OK",1
"88882","c00695","i88962",60,"s89060",2021-12-02,0,"Confirmed, Balance OK",1
"88883","c00950","i88699",408,"s89061",2021-12-02,0,"Confirmed, Balance OK",1
"88884","c00552","i88863",396,"s89062",2021-12-02,1,"Customer rejects charge",0.698579733835068
"88885","c00227","i88795",64,"s89063",2021-12-02,0,"Confirmed, Balance OK",1
"88890","c00325","i88917",108,"s89338",2021-12-03,0,"Confirmed, Balance OK",1
"88891","c00849","i88838",62,"s89339",2021-12-03,0,"Confirmed, Balance OK",1
"88892","c00411","i88800",70,"s89340",2021-12-03,0,"Confirmed, Balance OK",1
"88893","c00502","i88832",60,"s89341",2021-12-03,0,"Confirmed, Balance OK",1
"88894","c00832","i88856",136,"s89342",2021-12-03,0,"Confirmed, Balance OK",1
"88895","c00494","i88961",69,"s89343",2021-12-03,0,"Confirmed, Balance OK",1
"88899","c00378","i88937",216,"s89643",2021-12-04,0,"Confirmed, Balance OK",1
"88900","c00844","i88783",132,"s89644",2021-12-04,0,"Confirmed, Balance OK",1
"88903","c00172","i88693",81,"s89931",2021-12-05,0,"Confirmed, Balance OK",1
"88904","c00490","i88884",0,"s89932",2021-12-05,0,"Confirmed, Balance OK",1
"88905","c00092","i88842",96,"s89933",2021-12-05,0,"Confirmed, Balance OK",1
"88906","c00623","i88958",352,"s89934",2021-12-05,0,"Confirmed, Balance OK",1
"88910","c00834","i88903",294,"s90189",2021-12-06,0,"Confirmed, Balance OK",1
"88911","c00402","i88814",70,"s90190",2021-12-06,0,"Confirmed, Balance OK",1
"88916","c00177","i88775",444,"s90489",2021-12-07,0,"Confirmed, Balance OK",1
"88917","c00448","i88894",108,"s90490",2021-12-07,0,"Confirmed, Balance OK",1
"88918","c00899","i88758",660,"s90491",2021-12-07,0,"Confirmed, Balance OK",1
"88923","c00442","i88831",0,"s90771",2021-12-08,1,"Unable to confirm balance",0.788777683230583
"88924","c00863","i88852",240,"s90772",2021-12-08,0,"Confirmed, Balance OK",1
"88929","c00603","i88829",138,"s91058",2021-12-09,0,"Confirmed, Balance OK",1
"88930","c00221","i88777",336,"s91059",2021-12-09,0,"Confirmed, Balance OK",1
"88935","c00667","i88930",29,"s91841",2021-12-12,0,"Confirmed, Balance OK",1
"88936","c00122","i88721",198,"s91842",2021-12-12,0,"Confirmed, Balance OK",1
"88937","c00536","i88853",0,"s91843",2021-12-12,0,"Confirmed, Balance OK",1
"88941","c00416","i88865",31,"s92106",2021-12-13,0,"Confirmed, Balance OK",1
"88943","c00281","i88708",88,"s92395",2021-12-14,0,"Confirmed, Balance OK",1
"88944","c00314","i88806",69,"s92396",2021-12-14,1,"No Response",0.979519725244027
"88945","c00916","i88854",92,"s92397",2021-12-14,0,"Confirmed, Balance OK",1
"88946","c00361","i88827",140,"s92398",2021-12-14,0,"Confirmed, Balance OK",1
"88947","c00123","i88971",174,"s92691",2021-12-15,0,"Confirmed, Balance OK",1
"88952","c00647","i88709",64,"s92949",2021-12-16,0,"Confirmed, Balance OK",1
"88954","c00205","i88815",72,"s93213",2021-12-17,0,"Confirmed, Balance OK",1
"88958","c00243","i88807",132,"s93744",2021-12-19,0,"Confirmed, Balance OK",1
"88961","c00205","i88733",270,"s94809",2021-12-23,0,"Confirmed, Balance OK",1
"88962","c00377","i88875",544,"s94810",2021-12-23,0,"Confirmed, Balance OK",1
"88963","c00412","i88848",192,"s95081",2021-12-24,0,"Confirmed, Balance OK",1
"88964","c00786","i88702",444,"s95369",2021-12-25,0,"Confirmed, Balance OK",1
"88966","c01000","i88749",108,"s96185",2021-12-28,0,"Confirmed, Balance OK",1
"88968","c00082","i88720",116,"s97280",2022-01-01,0,"Confirmed, Balance OK",1
"88970","c00393","i88834",72,"s97547",2022-01-02,0,"Confirmed, Balance OK",1
"88971","c00391","i88900",27,"s98018",2022-01-04,0,"Confirmed, Balance OK",1
"88973","c00156","i89016",64,"s86542",2021-11-22,0,"Confirmed, Balance OK",1
"88974","c00887","i89080",40,"s86543",2021-11-22,0,"Confirmed, Balance OK",1
"88975","c00914","i89117",216,"s86544",2021-11-22,0,"Confirmed, Balance OK",1
"88976","c00050","i89239",384,"s86545",2021-11-22,0,"Confirmed, Balance OK",1
"88993","c00859","i89041",252,"s86779",2021-11-23,0,"Confirmed, Balance OK",1
"88994","c00087","i89202",120,"s86780",2021-11-23,0,"Confirmed, Balance OK",1
"88995","c00256","i89004",420,"s86781",2021-11-23,0,"Confirmed, Balance OK",1
"88996","c00986","i89153",232,"s86782",2021-11-23,0,"Confirmed, Balance OK",1
"88997","c00892","i89147",57,"s86783",2021-11-23,0,"Confirmed, Balance OK",1
"88998","c00636","i89220",0,"s86784",2021-11-23,0,"Confirmed, Balance OK",1
"88999","c00410","i89023",156,"s86785",2021-11-23,0,"Confirmed, Balance OK",1
"89000","c00899","i89098",120,"s86786",2021-11-23,0,"Confirmed, Balance OK",1
"89001","c00263","i89157",0,"s86787",2021-11-23,0,"Confirmed, Balance OK",1
"89002","c00462","i89070",198,"s86788",2021-11-23,0,"Confirmed, Balance OK",1
"89003","c00855","i89180",180,"s86789",2021-11-23,0,"Confirmed, Balance OK",1
"89017","c00150","i89170",76,"s87027",2021-11-24,0,"Confirmed, Balance OK",1
"89018","c00611","i88996",360,"s87028",2021-11-24,0,"Confirmed, Balance OK",1
"89019","c00968","i89025",0,"s87029",2021-11-24,0,"Confirmed, Balance OK",1
"89020","c00187","i89186",672,"s87030",2021-11-24,0,"Confirmed, Balance OK",1
"89021","c00830","i89216",648,"s87031",2021-11-24,0,"Confirmed, Balance OK",1
"89022","c00866","i88978",148,"s87032",2021-11-24,0,"Confirmed, Balance OK",1
"89023","c00520","i89021",108,"s87033",2021-11-24,0,"Confirmed, Balance OK",1
"89024","c00088","i89193",84,"s87034",2021-11-24,0,"Confirmed, Balance OK",1
"89032","c00302","i89178",68,"s87264",2021-11-25,0,"Confirmed, Balance OK",1
"89033","c00838","i89065",180,"s87265",2021-11-25,0,"Confirmed, Balance OK",1
"89034","c00854","i88980",144,"s87266",2021-11-25,0,"Confirmed, Balance OK",1
"89035","c00700","i89111",0,"s87267",2021-11-25,0,"Confirmed, Balance OK",1
"89036","c00783","i89052",260,"s87268",2021-11-25,0,"Confirmed, Balance OK",1
"89037","c00758","i89113",70,"s87269",2021-11-25,0,"Confirmed, Balance OK",1
"89038","c00692","i89135",136,"s87270",2021-11-25,0,"Confirmed, Balance OK",1
"89051","c00854","i89077",138,"s87515",2021-11-26,0,"Confirmed, Balance OK",1
"89052","c00854","i89232",240,"s87516",2021-11-26,0,"Confirmed, Balance OK",1
"89053","c00562","i89162",480,"s87517",2021-11-26,1,"Customer will not pay shipping",0.501126838135533
"89054","c00882","i89169",44,"s87518",2021-11-26,0,"Confirmed, Balance OK",1
"89055","c00271","i88993",208,"s87519",2021-11-26,0,"Confirmed, Balance OK",1
"89056","c00642","i89099",0,"s87520",2021-11-26,0,"Confirmed, Balance OK",1
"89057","c00208","i89217",264,"s87521",2021-11-26,0,"Confirmed, Balance OK",1
"89058","c00853","i89185",99,"s87522",2021-11-26,0,"Confirmed, Balance OK",1
"89059","c00912","i89114",56,"s87523",2021-11-26,0,"Confirmed, Balance OK",1
"89060","c00582","i89013",0,"s87524",2021-11-26,0,"Confirmed, Balance OK",1
"89061","c00016","i89134",216,"s87525",2021-11-26,0,"Confirmed, Balance OK",1
"89064","c00059","i89037",174,"s87773",2021-11-27,1,"No Response",0.536326869833283
"89065","c00018","i89118",0,"s87774",2021-11-27,0,"Confirmed, Balance OK",1
"89066","c00334","i89235",108,"s87775",2021-11-27,0,"Confirmed, Balance OK",1
"89067","c00517","i89211",264,"s87776",2021-11-27,0,"Confirmed, Balance OK",1
"89068","c00249","i89067",58,"s87777",2021-11-27,0,"Confirmed, Balance OK",1
"89069","c00416","i88985",104,"s87778",2021-11-27,0,"Confirmed, Balance OK",1
"89070","c00269","i88983",456,"s87779",2021-11-27,0,"Confirmed, Balance OK",1
"89071","c00986","i89033",396,"s87780",2021-11-27,0,"Confirmed, Balance OK",1
"89072","c00617","i88989",0,"s87781",2021-11-27,0,"Confirmed, Balance OK",1
"89073","c00180","i89160",69,"s87782",2021-11-27,0,"Confirmed, Balance OK",1
"89074","c00445","i89215",112,"s87783",2021-11-27,0,"Confirmed, Balance OK",1
"89075","c00177","i89200",336,"s87784",2021-11-27,0,"Confirmed, Balance OK",1
"89076","c00986","i89101",0,"s87785",2021-11-27,0,"Confirmed, Balance OK",1
"89077","c00887","i89176",250,"s87786",2021-11-27,0,"Confirmed, Balance OK",1
"89078","c00762","i89230",34,"s87787",2021-11-27,0,"Confirmed, Balance OK",1
"89079","c00561","i89122",87,"s87788",2021-11-27,0,"Confirmed, Balance OK",1
"89093","c00885","i89227",0,"s88051",2021-11-28,0,"Confirmed, Balance OK",1
"89094","c00285","i89173",246,"s88052",2021-11-28,0,"Confirmed, Balance OK",1
"89095","c00225","i88972",72,"s88053",2021-11-28,0,"Confirmed, Balance OK",1
"89096","c00518","i89121",144,"s88054",2021-11-28,0,"Confirmed, Balance OK",1
"89104","c00402","i88979",444,"s88297",2021-11-29,0,"Confirmed, Balance OK",1
"89105","c00622","i89043",243,"s88298",2021-11-29,0,"Confirmed, Balance OK",1
"89106","c00205","i89108",342,"s88299",2021-11-29,0,"Confirmed, Balance OK",1
"89107","c00165","i89009",87,"s88300",2021-11-29,0,"Confirmed, Balance OK",1
"89108","c00154","i89223",224,"s88301",2021-11-29,0,"Confirmed, Balance OK",1
"89116","c00274","i89165",48,"s88531",2021-11-30,0,"Confirmed, Balance OK",1
"89117","c00140","i89212",90,"s88532",2021-11-30,1,"No Response",0.779661305737682
"89118","c00562","i89187",264,"s88533",2021-11-30,0,"Confirmed, Balance OK",1
"89119","c00387","i89233",180,"s88534",2021-11-30,0,"Confirmed, Balance OK",1
"89120","c00912","i89112",42,"s88535",2021-11-30,0,"Confirmed, Balance OK",1
"89129","c00931","i89151",148,"s88800",2021-12-01,0,"Confirmed, Balance OK",1
"89130","c00535","i89127",132,"s88801",2021-12-01,0,"Confirmed, Balance OK",1
"89131","c00481","i89019",0,"s88802",2021-12-01,1,"Customer rejects charge",0.838267821401823
"89132","c00855","i89198",384,"s88803",2021-12-01,0,"Confirmed, Balance OK",1
"89133","c00764","i89141",288,"s88804",2021-12-01,0,"Confirmed, Balance OK",1
"89134","c00901","i89074",54,"s88805",2021-12-01,0,"Confirmed, Balance OK",1
"89139","c00438","i89172",0,"s89068",2021-12-02,0,"Confirmed, Balance OK",1
"89140","c00588","i88973",400,"s89069",2021-12-02,1,"No Response",0.760390479045454
"89141","c00613","i88987",243,"s89070",2021-12-02,0,"Confirmed, Balance OK",1
"89144","c00455","i89036",276,"s89346",2021-12-03,0,"Confirmed, Balance OK",1
"89145","c00931","i89091",124,"s89347",2021-12-03,0,"Confirmed, Balance OK",1
"89146","c00081","i89069",0,"s89348",2021-12-03,0,"Confirmed, Balance OK",1
"89147","c00118","i89051",0,"s89349",2021-12-03,0,"Confirmed, Balance OK",1
"89148","c00708","i89218",28,"s89350",2021-12-03,0,"Confirmed, Balance OK",1
"89149","c00716","i89024",52,"s89351",2021-12-03,0,"Confirmed, Balance OK",1
"89152","c00702","i89006",270,"s89647",2021-12-04,0,"Confirmed, Balance OK",1
"89153","c00832","i89238",105,"s89648",2021-12-04,0,"Confirmed, Balance OK",1
"89154","c00016","i89119",320,"s89649",2021-12-04,0,"Confirmed, Balance OK",1
"89155","c00280","i89115",93,"s89650",2021-12-04,0,"Confirmed, Balance OK",1
"89156","c00113","i89002",96,"s89651",2021-12-04,0,"Confirmed, Balance OK",1
"89157","c00362","i89042",46,"s89652",2021-12-04,0,"Confirmed, Balance OK",1
"89158","c00982","i89031",108,"s89653",2021-12-04,0,"Confirmed, Balance OK",1
"89161","c00455","i89183",152,"s89937",2021-12-05,0,"Confirmed, Balance OK",1
"89168","c00162","i89008",148,"s90197",2021-12-06,0,"Confirmed, Balance OK",1
"89170","c00551","i88997",50,"s90199",2021-12-06,0,"Confirmed, Balance OK",1
"89171","c00721","i89093",240,"s90200",2021-12-06,0,"Confirmed, Balance OK",1
"89173","c00059","i89088",114,"s90493",2021-12-07,0,"Confirmed, Balance OK",1
"89174","c00165","i89059",204,"s90494",2021-12-07,0,"Confirmed, Balance OK",1
"89175","c00383","i89018",228,"s90495",2021-12-07,0,"Confirmed, Balance OK",1
"89176","c00652","i89058",54,"s90496",2021-12-07,0,"Confirmed, Balance OK",1
"89180","c00046","i89174",0,"s90776",2021-12-08,0,"Confirmed, Balance OK",1
"89181","c00010","i89000",0,"s90777",2021-12-08,1,"Customer will not pay shipping",0.507796500704717
"89182","c00985","i89072",0,"s90778",2021-12-08,0,"Confirmed, Balance OK",1
"89187","c00995","i89228",100,"s91064",2021-12-09,0,"Confirmed, Balance OK",1
"89188","c00509","i89086",210,"s91065",2021-12-09,0,"Confirmed, Balance OK",1
"89189","c00236","i89155",96,"s91066",2021-12-09,0,"Confirmed, Balance OK",1
"89193","c00082","i89166",144,"s91317",2021-12-10,0,"Confirmed, Balance OK",1
"89194","c00279","i89164",348,"s91318",2021-12-10,0,"Confirmed, Balance OK",1
"89197","c00361","i89225",58,"s91563",2021-12-11,0,"Confirmed, Balance OK",1
"89198","c00550","i89084",96,"s91564",2021-12-11,0,"Confirmed, Balance OK",1
"89199","c00157","i89145",56,"s91565",2021-12-11,0,"Confirmed, Balance OK",1
"89205","c01000","i89047",57,"s92108",2021-12-13,1,"Customer claims to have returned the goods",0.67947438362753
"89208","c00839","i89030",49,"s92401",2021-12-14,0,"Confirmed, Balance OK",1
"89209","c00447","i89039",210,"s92402",2021-12-14,0,"Confirmed, Balance OK",1
"89210","c00668","i89035",312,"s92692",2021-12-15,0,"Confirmed, Balance OK",1
"89211","c00052","i89026",360,"s92693",2021-12-15,0,"Confirmed, Balance OK",1
"89212","c00096","i89095",100,"s93214",2021-12-17,0,"Confirmed, Balance OK",1
"89214","c00391","i89128",90,"s93478",2021-12-18,1,"Unable to confirm balance",0.580215080906637
"89215","c00709","i89196",504,"s93479",2021-12-18,0,"Confirmed, Balance OK",1
"89216","c00248","i89102",60,"s93480",2021-12-18,0,"Confirmed, Balance OK",1
"89217","c00825","i89001",0,"s93481",2021-12-18,0,"Confirmed, Balance OK",1
"89218","c00097","i89116",0,"s93482",2021-12-18,0,"Confirmed, Balance OK",1
"89220","c00865","i89144",280,"s94016",2021-12-20,0,"Confirmed, Balance OK",1
"89224","c00903","i89130",210,"s95083",2021-12-24,1,"Customer cannot pay",0.721119915847667
"89226","c00386","i89003",56,"s95085",2021-12-24,0,"Confirmed, Balance OK",1
"89228","c00620","i89161",495,"s95647",2021-12-26,0,"Confirmed, Balance OK",1
"89229","c00393","i88995",0,"s96186",2021-12-28,0,"Confirmed, Balance OK",1
"89231","c00823","i89010",222,"s96727",2021-12-30,0,"Confirmed, Balance OK",1
"89233","c00905","i89007",68,"s97020",2021-12-31,0,"Confirmed, Balance OK",1
"89239","c00401","i89159",104,"s99582",2022-01-20,0,"Confirmed, Balance OK",1
"89251","c00802","i89455",120,"s86801",2021-11-23,0,"Confirmed, Balance OK",1
"89252","c00153","i89446",64,"s86802",2021-11-23,0,"Confirmed, Balance OK",1
"89253","c00690","i89356",68,"s86803",2021-11-23,0,"Confirmed, Balance OK",1
"89254","c00088","i89295",0,"s86804",2021-11-23,0,"Confirmed, Balance OK",1
"89255","c00985","i89409",186,"s86805",2021-11-23,0,"Confirmed, Balance OK",1
"89256","c00438","i89511",256,"s86806",2021-11-23,0,"Confirmed, Balance OK",1
