"","ap_no","ap_date","sku","no_units_ordered","extended_cost","receiver_no","receiver_date"
"664","ap00664",2021-06-17,"TQXQNTD",100,3400,"rec00664",2021-06-16
"665","ap00665",2021-05-26,"TYVWJLG",100,3800,"rec00665",2021-05-25
"666","ap00666",2021-04-21,"WSFIDKP",100,3900,"rec00666",2021-04-20
"667","ap00667",2021-05-05,"TFKHSDR",100,3500,"rec00667",2021-05-04
"668","ap00668",2021-05-16,"YPWRNMO",100,2500,"rec00668",2021-05-15
"669","ap00669",2021-05-02,"QMCURTP",100,3000,"rec00669",2021-05-01
"670","ap00670",2021-05-02,"VZOTJXY",100,2700,"rec00670",2021-05-01
"671","ap00671",2021-05-27,"ZHNLFDZ",100,2600,"rec00671",2021-05-26
"672","ap00672",2021-05-02,"NNDTADQ",100,3300,"rec00672",2021-05-01
"673","ap00673",2021-04-22,"IRRMNIC",100,4000,"rec00673",2021-04-21
"674","ap00674",2021-04-23,"SWFVFGG",100,3600,"rec00674",2021-04-22
"675","ap00675",2021-04-22,"BGFORMF",100,2400,"rec00675",2021-04-21
"676","ap00676",2021-05-05,"CMRYCZC",100,3300,"rec00676",2021-05-04
"677","ap00677",2021-05-03,"VGLMRZA",100,3100,"rec00677",2021-05-02
"678","ap00678",2021-05-24,"UXEDWLL",100,2500,"rec00678",2021-05-23
"679","ap00679",2021-04-27,"MOVZQZU",100,4100,"rec00679",2021-04-26
"680","ap00680",2021-04-28,"PIUCJPK",100,3100,"rec00680",2021-04-27
"681","ap00681",2021-05-12,"RZNLMOK",100,3100,"rec00681",2021-05-11
"682","ap00682",2021-05-01,"OVEWHKG",100,2900,"rec00682",2021-04-30
"683","ap00683",2021-04-26,"XSFEYPO",100,2900,"rec00683",2021-04-25
"684","ap00684",2021-04-22,"PGSNMCT",100,1900,"rec00684",2021-04-21
"685","ap00685",2021-04-23,"GNOQUOB",100,2800,"rec00685",2021-04-22
"686","ap00686",2021-04-25,"JOPBZOY",100,2500,"rec00686",2021-04-24
"687","ap00687",2021-05-15,"YWBPDCJ",100,3900,"rec00687",2021-05-14
"688","ap00688",2021-04-26,"MGIHQCY",100,2800,"rec00688",2021-04-25
"689","ap00689",2021-04-25,"KQQIBBJ",100,3200,"rec00689",2021-04-24
"690","ap00690",2021-05-31,"XWFLVUZ",100,3300,"rec00690",2021-05-30
"691","ap00691",2021-04-23,"WUSWXXN",100,3500,"rec00691",2021-04-22
"692","ap00692",2021-06-09,"APMYZOY",100,2100,"rec00692",2021-06-08
"693","ap00693",2021-04-22,"UTUSOYO",100,4000,"rec00693",2021-04-21
"694","ap00694",2021-04-24,"VDMNHIQ",100,2900,"rec00694",2021-04-23
"695","ap00695",2021-04-28,"GALBYHS",100,2400,"rec00695",2021-04-27
"696","ap00696",2021-05-02,"NAAHQUY",100,3000,"rec00696",2021-05-01
"697","ap00697",2021-05-24,"VSJJUIG",100,2800,"rec00697",2021-05-23
"698","ap00698",2021-05-05,"ESPZBBN",100,3100,"rec00698",2021-05-04
"699","ap00699",2021-04-29,"BROMQYM",100,2100,"rec00699",2021-04-28
"700","ap00700",2021-04-27,"NMZNYGM",100,3600,"rec00700",2021-04-26
"701","ap00701",2021-04-23,"DLYBCMG",100,2300,"rec00701",2021-04-22
"702","ap00702",2021-04-29,"ALWRWAR",100,2200,"rec00702",2021-04-28
"703","ap00703",2021-04-28,"PEYRRCC",100,2400,"rec00703",2021-04-27
"704","ap00704",2021-05-08,"REWWMWR",100,2200,"rec00704",2021-05-07
"705","ap00705",2021-04-26,"PLTFTLO",100,3300,"rec00705",2021-04-25
"706","ap00706",2021-05-09,"QEDHZSD",100,2800,"rec00706",2021-05-08
"707","ap00707",2021-05-06,"LOUYDLP",100,3000,"rec00707",2021-05-05
"708","ap00708",2021-06-23,"LCGMRQZ",100,2600,"rec00708",2021-06-22
"709","ap00709",2021-04-25,"ZEAOKZJ",100,2800,"rec00709",2021-04-24
"710","ap00710",2021-05-19,"KZPTJIT",100,3500,"rec00710",2021-05-18
"711","ap00711",2021-05-09,"ERRDNQR",100,4100,"rec00711",2021-05-08
"712","ap00712",2021-04-27,"DEJXUGR",100,3400,"rec00712",2021-04-26
"713","ap00713",2021-05-31,"ZPDNNZR",100,2600,"rec00713",2021-05-30
"714","ap00714",2021-05-11,"OOFSLVM",100,2600,"rec00714",2021-05-10
"715","ap00715",2021-05-09,"XCOTMET",100,2200,"rec00715",2021-05-08
"716","ap00716",2021-05-09,"OSMECNX",100,2400,"rec00716",2021-05-08
"717","ap00717",2021-05-06,"ONNFIMW",100,3500,"rec00717",2021-05-05
"718","ap00718",2021-05-10,"ERBDORZ",100,3400,"rec00718",2021-05-09
"719","ap00719",2021-05-16,"BXEFJRL",100,2500,"rec00719",2021-05-15
"720","ap00720",2021-05-14,"URPUOFX",100,3100,"rec00720",2021-05-13
"721","ap00721",2021-05-14,"EAJCLJX",100,2700,"rec00721",2021-05-13
"722","ap00722",2021-05-12,"XMTTCDL",100,3800,"rec00722",2021-05-11
"723","ap00723",2021-05-22,"DLWFVYS",100,3300,"rec00723",2021-05-21
"724","ap00724",2021-05-06,"VYNHPJJ",100,2400,"rec00724",2021-05-05
"725","ap00725",2021-05-06,"KXDWCIZ",100,3300,"rec00725",2021-05-05
"726","ap00726",2021-06-20,"FNGHFMN",100,3200,"rec00726",2021-06-19
"727","ap00727",2021-05-25,"LCAYWQU",100,2500,"rec00727",2021-05-24
"728","ap00728",2021-05-02,"LJSBUIB",100,3600,"rec00728",2021-05-01
"729","ap00729",2021-05-05,"WVLOPWQ",100,4100,"rec00729",2021-05-04
"730","ap00730",2021-06-17,"KSKFCXR",100,3500,"rec00730",2021-06-16
"731","ap00731",2021-05-08,"OAHVLLJ",100,2800,"rec00731",2021-05-07
"732","ap00732",2021-06-12,"FVTENNB",100,4200,"rec00732",2021-06-11
"733","ap00733",2021-05-20,"WXOVRWM",100,3000,"rec00733",2021-05-19
"734","ap00734",2021-05-24,"DZNCDUT",100,3200,"rec00734",2021-05-23
"735","ap00735",2021-05-12,"AFYAJIK",100,2900,"rec00735",2021-05-11
"736","ap00736",2021-06-14,"NXERDGO",100,3500,"rec00736",2021-06-13
"737","ap00737",2021-05-03,"NSANFWZ",100,3800,"rec00737",2021-05-02
"738","ap00738",2021-04-30,"ZGXXXAA",100,3100,"rec00738",2021-04-29
"739","ap00739",2021-05-19,"TVUCGJP",100,3000,"rec00739",2021-05-18
"740","ap00740",2021-05-25,"HAFSODN",100,2600,"rec00740",2021-05-24
"741","ap00741",2021-04-29,"YNZLQYZ",100,2400,"rec00741",2021-04-28
"742","ap00742",2021-05-28,"NVATFAQ",100,3000,"rec00742",2021-05-27
"743","ap00743",2021-08-12,"TWYBSLM",100,3100,"rec00743",2021-08-11
"744","ap00744",2021-05-11,"AWKTHRO",100,2100,"rec00744",2021-05-10
"745","ap00745",2021-04-30,"AVMWBWQ",100,2300,"rec00745",2021-04-29
"746","ap00746",2021-05-15,"AADNEHH",100,3900,"rec00746",2021-05-14
"747","ap00747",2021-05-04,"EWEDERG",100,3100,"rec00747",2021-05-03
"748","ap00748",2021-05-02,"YXNPZRC",100,3000,"rec00748",2021-05-01
"749","ap00749",2021-05-22,"GVGHLRS",100,3100,"rec00749",2021-05-21
"750","ap00750",2021-05-28,"KBZGOUX",100,3100,"rec00750",2021-05-27
"751","ap00751",2021-05-14,"ZAWNPJN",100,2400,"rec00751",2021-05-13
"752","ap00752",2021-05-10,"PSFSPMD",100,3000,"rec00752",2021-05-09
"753","ap00753",2021-05-11,"QYRPIJU",100,2600,"rec00753",2021-05-10
"754","ap00754",2021-06-02,"DEHKOMP",100,3500,"rec00754",2021-06-01
"755","ap00755",2021-05-06,"NDRCDAF",100,2100,"rec00755",2021-05-05
"756","ap00756",2021-05-30,"IXGVGYZ",100,2800,"rec00756",2021-05-29
"757","ap00757",2021-05-01,"ZOFBOHP",100,3700,"rec00757",2021-04-30
"758","ap00758",2021-05-21,"YVCXATX",100,3200,"rec00758",2021-05-20
"759","ap00759",2021-05-17,"AGHIPRY",100,3500,"rec00759",2021-05-16
"760","ap00760",2021-05-02,"SDUTHXE",100,3000,"rec00760",2021-05-01
"761","ap00761",2021-05-15,"GTATTCD",100,2800,"rec00761",2021-05-14
"762","ap00762",2021-06-26,"FQBLLFZ",100,3700,"rec00762",2021-06-25
"763","ap00763",2021-04-29,"NJPVPWB",100,2900,"rec00763",2021-04-28
"764","ap00764",2021-05-13,"BGNFTUY",100,2600,"rec00764",2021-05-12
"765","ap00765",2021-05-03,"ZOONWEH",100,1900,"rec00765",2021-05-02
"766","ap00766",2021-04-29,"XZDXZFK",100,3300,"rec00766",2021-04-28
"767","ap00767",2021-06-23,"YOJKLVD",100,3600,"rec00767",2021-06-22
"768","ap00768",2021-05-07,"AGCNQIM",100,2500,"rec00768",2021-05-06
"769","ap00769",2021-05-05,"XPLUVGP",100,3400,"rec00769",2021-05-04
"770","ap00770",2021-06-20,"RGBTONM",100,3000,"rec00770",2021-06-19
"771","ap00771",2021-05-07,"VPTBJIP",100,2300,"rec00771",2021-05-06
"772","ap00772",2021-05-04,"LMGJLDW",100,3100,"rec00772",2021-05-03
"773","ap00773",2021-05-07,"XDKODAO",100,3900,"rec00773",2021-05-06
"774","ap00774",2021-06-28,"GJDGDBO",100,3700,"rec00774",2021-06-27
"775","ap00775",2021-05-11,"FNOXIGU",100,3300,"rec00775",2021-05-10
"776","ap00776",2021-06-28,"VUSKAYP",100,3100,"rec00776",2021-06-27
"777","ap00777",2021-05-03,"YOLKAXD",100,2600,"rec00777",2021-05-02
"778","ap00778",2021-05-10,"QARMOYF",100,3300,"rec00778",2021-05-09
"779","ap00779",2021-05-13,"CBDBJSH",100,3300,"rec00779",2021-05-12
"780","ap00780",2021-06-14,"YNCKNRE",100,2600,"rec00780",2021-06-13
"781","ap00781",2021-05-03,"LBQXSUN",100,2800,"rec00781",2021-05-02
"782","ap00782",2021-05-03,"SJKLPDL",100,2500,"rec00782",2021-05-02
"783","ap00783",2021-05-05,"CRJQHMX",100,3100,"rec00783",2021-05-04
"784","ap00784",2021-05-09,"TVRHRXE",100,2400,"rec00784",2021-05-08
"785","ap00785",2021-06-06,"JYZITVT",100,2600,"rec00785",2021-06-05
"786","ap00786",2021-06-05,"NIZQSGO",100,3100,"rec00786",2021-06-04
"787","ap00787",2021-05-18,"QVFLOML",100,2700,"rec00787",2021-05-17
"788","ap00788",2021-05-08,"ZBCUFKL",100,2800,"rec00788",2021-05-07
"789","ap00789",2021-05-15,"VFAGAUC",100,2700,"rec00789",2021-05-14
"790","ap00790",2021-05-12,"ZXJJHEM",100,2200,"rec00790",2021-05-11
"791","ap00791",2021-05-14,"OZLGWBL",100,3300,"rec00791",2021-05-13
"792","ap00792",2021-05-31,"GLUJFRJ",100,2700,"rec00792",2021-05-30
"793","ap00793",2021-05-16,"SFHYVPO",100,2800,"rec00793",2021-05-15
"794","ap00794",2021-05-12,"JYGUWBW",100,4200,"rec00794",2021-05-11
"795","ap00795",2021-05-13,"TUUFIVV",100,3000,"rec00795",2021-05-12
"796","ap00796",2021-05-11,"RJEOTRU",100,2900,"rec00796",2021-05-10
"797","ap00797",2021-05-23,"IXIONKO",100,2700,"rec00797",2021-05-22
"798","ap00798",2021-05-09,"RAFBKYD",100,2600,"rec00798",2021-05-08
"799","ap00799",2021-05-21,"VAXFJPM",100,3200,"rec00799",2021-05-20
"800","ap00800",2021-05-16,"JBECUNL",100,3100,"rec00800",2021-05-15
"801","ap00801",2021-06-25,"ILAGXYJ",100,3000,"rec00801",2021-06-24
"802","ap00802",2021-06-02,"FCKGNKK",100,3600,"rec00802",2021-06-01
"803","ap00803",2021-05-07,"XEHKRYL",100,2200,"rec00803",2021-05-06
"804","ap00804",2021-05-11,"TXSDEVE",100,2400,"rec00804",2021-05-10
"805","ap00805",2021-05-08,"HORLDYG",100,2500,"rec00805",2021-05-07
"806","ap00806",2021-05-07,"QVSRRDF",100,3300,"rec00806",2021-05-06
"807","ap00807",2021-06-01,"EQWRHLR",100,4400,"rec00807",2021-05-31
"808","ap00808",2021-05-05,"KVBRPAF",100,4400,"rec00808",2021-05-04
"809","ap00809",2021-05-10,"TCKRQPE",100,2700,"rec00809",2021-05-09
"810","ap00810",2021-05-18,"FQXATVL",100,2900,"rec00810",2021-05-17
"811","ap00811",2021-05-09,"JXZAXAB",100,3000,"rec00811",2021-05-08
"812","ap00812",2021-05-08,"LXZQVYB",100,3100,"rec00812",2021-05-07
"813","ap00813",2021-05-15,"FEDLFXE",100,2900,"rec00813",2021-05-14
"814","ap00814",2021-07-10,"WXEJGNY",100,4400,"rec00814",2021-07-09
"815","ap00815",2021-05-16,"BNUZFFS",100,4000,"rec00815",2021-05-15
"816","ap00816",2021-05-12,"UWKWVYQ",100,2200,"rec00816",2021-05-11
"817","ap00817",2021-05-23,"HMAXRRO",100,3100,"rec00817",2021-05-22
"818","ap00818",2021-06-09,"UKGNXAJ",100,2800,"rec00818",2021-06-08
"819","ap00819",2021-05-17,"UYHMBDW",100,3900,"rec00819",2021-05-16
"820","ap00820",2021-05-09,"UTKNOBJ",100,2300,"rec00820",2021-05-08
"821","ap00821",2021-05-16,"HSHJCBA",100,3000,"rec00821",2021-05-15
"822","ap00822",2021-07-01,"SZVIFNT",100,3700,"rec00822",2021-06-30
"823","ap00823",2021-05-21,"RFWOYDG",100,3200,"rec00823",2021-05-20
"824","ap00824",2021-06-06,"BFUUUSM",100,2900,"rec00824",2021-06-05
"825","ap00825",2021-06-01,"KZPDLNB",100,2500,"rec00825",2021-05-31
"826","ap00826",2021-05-20,"INKNZAB",100,3400,"rec00826",2021-05-19
"827","ap00827",2021-05-10,"LLRPTVR",100,2800,"rec00827",2021-05-09
"828","ap00828",2021-05-17,"ZOBMDHD",100,3300,"rec00828",2021-05-16
"829","ap00829",2021-05-12,"DPXIKLN",100,3300,"rec00829",2021-05-11
"830","ap00830",2021-05-09,"BCFPRIY",100,2500,"rec00830",2021-05-08
"831","ap00831",2021-05-20,"ODKEWCZ",100,2800,"rec00831",2021-05-19
"832","ap00832",2021-06-26,"YKIZCSD",100,3400,"rec00832",2021-06-25
"833","ap00833",2021-05-18,"GRHYVSR",100,3000,"rec00833",2021-05-17
"834","ap00834",2021-05-23,"DVXQHHC",100,3200,"rec00834",2021-05-22
"835","ap00835",2021-05-11,"DEIRHLF",100,3000,"rec00835",2021-05-10
"836","ap00836",2021-05-10,"RGCGXAZ",100,2100,"rec00836",2021-05-09
"837","ap00837",2021-05-15,"TYCPQZX",100,2600,"rec00837",2021-05-14
"838","ap00838",2021-05-10,"WJZLWYV",100,2900,"rec00838",2021-05-09
"839","ap00839",2021-05-23,"VREXVNU",100,2400,"rec00839",2021-05-22
"840","ap00840",2021-06-08,"INMFEIS",100,2100,"rec00840",2021-06-07
"841","ap00841",2021-05-15,"LXGNMVW",100,2600,"rec00841",2021-05-14
"842","ap00842",2021-06-04,"UCGGVPL",100,2600,"rec00842",2021-06-03
"843","ap00843",2021-06-10,"AFLZJSV",100,3300,"rec00843",2021-06-09
"844","ap00844",2021-05-21,"LPGQHSK",100,2100,"rec00844",2021-05-20
"845","ap00845",2021-05-22,"HCLNOKS",100,2700,"rec00845",2021-05-21
"846","ap00846",2021-06-09,"UNVNZUQ",100,3600,"rec00846",2021-06-08
"847","ap00847",2021-05-20,"IVKNWEJ",100,3100,"rec00847",2021-05-19
"848","ap00848",2021-05-28,"LZRYAOK",100,3400,"rec00848",2021-05-27
"849","ap00849",2021-05-14,"FQHYIZP",100,3700,"rec00849",2021-05-13
"850","ap00850",2021-05-12,"RCEPOMR",100,3400,"rec00850",2021-05-11
"851","ap00851",2021-05-11,"SFXIKRR",100,3000,"rec00851",2021-05-10
"852","ap00852",2021-05-14,"STSDLUO",100,3500,"rec00852",2021-05-13
"853","ap00853",2021-05-29,"ZWQVVJS",100,3500,"rec00853",2021-05-28
"854","ap00854",2021-05-11,"WISKVJZ",100,2800,"rec00854",2021-05-10
"855","ap00855",2021-05-20,"UBYRHGL",100,3300,"rec00855",2021-05-19
"856","ap00856",2021-06-19,"TPDMJWS",100,2800,"rec00856",2021-06-18
"857","ap00857",2021-05-15,"EUPKVZM",100,3300,"rec00857",2021-05-14
"858","ap00858",2021-05-15,"SYTORYM",100,3100,"rec00858",2021-05-14
"859","ap00859",2021-06-21,"ERPNROI",100,2600,"rec00859",2021-06-20
"860","ap00860",2021-05-17,"GKPUCRF",100,2100,"rec00860",2021-05-16
"861","ap00861",2021-05-30,"GJWHSEB",100,2800,"rec00861",2021-05-29
"862","ap00862",2021-05-21,"HRSCOBY",100,2800,"rec00862",2021-05-20
"863","ap00863",2021-06-01,"FXTOLQU",100,3600,"rec00863",2021-05-31
"864","ap00864",2021-06-18,"SHXBULO",100,2700,"rec00864",2021-06-17
"865","ap00865",2021-05-17,"CICFKUJ",100,2300,"rec00865",2021-05-16
"866","ap00866",2021-05-26,"XZQIOUS",100,3000,"rec00866",2021-05-25
"867","ap00867",2021-06-16,"RUGNBTK",100,2300,"rec00867",2021-06-15
"868","ap00868",2021-05-23,"EGYRIFG",100,2600,"rec00868",2021-05-22
"869","ap00869",2021-05-17,"GBVLCAK",100,1900,"rec00869",2021-05-16
"870","ap00870",2021-05-16,"VFYTAXJ",100,2400,"rec00870",2021-05-15
"871","ap00871",2021-07-28,"DTVBJEW",100,2900,"rec00871",2021-07-27
"872","ap00872",2021-06-06,"TRIRZNU",100,2900,"rec00872",2021-06-05
"873","ap00873",2021-06-09,"FIPBOVF",100,2800,"rec00873",2021-06-08
"874","ap00874",2021-05-23,"CFRAVBY",100,3300,"rec00874",2021-05-22
"875","ap00875",2021-05-20,"WHFWPQD",100,2500,"rec00875",2021-05-19
"876","ap00876",2021-05-19,"JZARRMC",100,3300,"rec00876",2021-05-18
"877","ap00877",2021-05-20,"GYUCTSQ",100,3000,"rec00877",2021-05-19
"878","ap00878",2021-05-18,"ZANKSQY",100,3400,"rec00878",2021-05-17
"879","ap00879",2021-06-18,"UBHFPDJ",100,2900,"rec00879",2021-06-17
"880","ap00880",2021-05-20,"KSVKPWZ",100,3600,"rec00880",2021-05-19
"881","ap00881",2021-05-24,"QLTZUHV",100,3500,"rec00881",2021-05-23
"882","ap00882",2021-06-11,"EJDKJLD",100,4000,"rec00882",2021-06-10
"883","ap00883",2021-06-05,"VLNACKZ",100,2900,"rec00883",2021-06-04
"884","ap00884",2021-05-30,"VKJIYJU",100,3200,"rec00884",2021-05-29
"885","ap00885",2021-05-31,"BURUTCH",100,2100,"rec00885",2021-05-30
"886","ap00886",2021-05-23,"UKHSPYZ",100,2900,"rec00886",2021-05-22
"887","ap00887",2021-06-08,"ODOEZRQ",100,2600,"rec00887",2021-06-07
"888","ap00888",2021-06-24,"XISFEBN",100,2300,"rec00888",2021-06-23
"889","ap00889",2021-05-25,"YWWADQI",100,3700,"rec00889",2021-05-24
"890","ap00890",2021-07-03,"CREGQKF",100,2900,"rec00890",2021-07-02
"891","ap00891",2021-06-06,"TBSCDJV",100,3200,"rec00891",2021-06-05
"892","ap00892",2021-06-05,"TXDLMTA",100,2500,"rec00892",2021-06-04
"893","ap00893",2021-05-26,"LCKXIPC",100,3200,"rec00893",2021-05-25
"894","ap00894",2021-06-06,"QDPSLCC",100,3100,"rec00894",2021-06-05
"895","ap00895",2021-06-06,"RKUJMCE",100,2500,"rec00895",2021-06-05
"896","ap00896",2021-05-23,"VWAWQNY",100,2700,"rec00896",2021-05-22
"897","ap00897",2021-06-10,"OVQVSQT",100,3300,"rec00897",2021-06-09
"898","ap00898",2021-05-19,"HPTPOIR",100,4000,"rec00898",2021-05-18
"899","ap00899",2021-05-31,"LJIWYTH",100,3400,"rec00899",2021-05-30
"900","ap00900",2021-06-04,"WKSYWND",100,2900,"rec00900",2021-06-03
"901","ap00901",2021-05-22,"PQFYWGA",100,2300,"rec00901",2021-05-21
"902","ap00902",2021-05-27,"LNWOAFQ",100,3700,"rec00902",2021-05-26
"903","ap00903",2021-06-16,"FDLOMXB",100,2800,"rec00903",2021-06-15
"904","ap00904",2021-05-23,"LTVGAFM",100,2600,"rec00904",2021-05-22
"905","ap00905",2021-06-17,"XSHFGHH",100,3400,"rec00905",2021-06-16
"906","ap00906",2021-06-10,"QZFWGRO",100,3400,"rec00906",2021-06-09
"907","ap00907",2021-06-06,"SLRRIXH",100,3100,"rec00907",2021-06-05
"908","ap00908",2021-06-16,"RTGZNAP",100,2700,"rec00908",2021-06-15
"909","ap00909",2021-06-01,"KJNGKHX",100,2800,"rec00909",2021-05-31
"910","ap00910",2021-06-08,"IRWGLDV",100,2700,"rec00910",2021-06-07
"911","ap00911",2021-05-22,"MQOABGZ",100,3000,"rec00911",2021-05-21
"912","ap00912",2021-05-28,"DZKJUVX",100,3100,"rec00912",2021-05-27
"913","ap00913",2021-05-30,"OBVUZEN",100,3000,"rec00913",2021-05-29
"914","ap00914",2021-06-08,"WFNWCWY",100,2200,"rec00914",2021-06-07
"915","ap00915",2021-06-20,"RDTTYDZ",100,3100,"rec00915",2021-06-19
"916","ap00916",2021-05-28,"XYJBGXP",100,3100,"rec00916",2021-05-27
"917","ap00917",2021-06-30,"YGYPJSZ",100,2900,"rec00917",2021-06-29
"918","ap00918",2021-07-30,"VTLJDMV",100,2500,"rec00918",2021-07-29
"919","ap00919",2021-06-01,"MBUKZFG",100,4100,"rec00919",2021-05-31
"920","ap00920",2021-06-07,"LTKPHSI",100,2700,"rec00920",2021-06-06
"921","ap00921",2021-06-27,"XGTLMAD",100,3000,"rec00921",2021-06-26
"922","ap00922",2021-06-01,"JUTAVOY",100,2400,"rec00922",2021-05-31
"923","ap00923",2021-07-04,"MSCVXUW",100,3000,"rec00923",2021-07-03
"924","ap00924",2021-08-09,"NFLNPIW",100,3000,"rec00924",2021-08-08
"925","ap00925",2021-06-20,"IFHSDCT",100,2800,"rec00925",2021-06-19
"926","ap00926",2021-06-18,"QIZSFKV",100,3600,"rec00926",2021-06-17
"927","ap00927",2021-06-14,"JNJMYFE",100,3400,"rec00927",2021-06-13
"928","ap00928",2021-06-01,"HNCQATN",100,3300,"rec00928",2021-05-31
"929","ap00929",2021-05-31,"JWCXXBW",100,3500,"rec00929",2021-05-30
"930","ap00930",2021-06-13,"JZOLEVG",100,2900,"rec00930",2021-06-12
"931","ap00931",2021-05-27,"NLRJMJV",100,3900,"rec00931",2021-05-26
"932","ap00932",2021-06-01,"GTVWDJR",100,2900,"rec00932",2021-05-31
"933","ap00933",2021-06-15,"ZLPVBCE",100,3600,"rec00933",2021-06-14
"934","ap00934",2021-06-29,"GOYIDRJ",100,2600,"rec00934",2021-06-28
"935","ap00935",2021-06-26,"BXCMBGJ",100,3000,"rec00935",2021-06-25
"936","ap00936",2021-05-31,"MMFXJSG",100,3300,"rec00936",2021-05-30
"937","ap00937",2021-06-29,"FHUZZIB",100,3400,"rec00937",2021-06-28
"938","ap00938",2021-05-29,"BHENGMS",100,3000,"rec00938",2021-05-28
"939","ap00939",2021-07-09,"LWAXOOA",100,2900,"rec00939",2021-07-08
"940","ap00940",2021-06-05,"VZCIDQE",100,3500,"rec00940",2021-06-04
"941","ap00941",2021-06-22,"RZZSNZG",100,2500,"rec00941",2021-06-21
"942","ap00942",2021-06-05,"XVJSNZO",100,3300,"rec00942",2021-06-04
"943","ap00943",2021-06-12,"MDIXJRH",100,2900,"rec00943",2021-06-11
"944","ap00944",2021-06-23,"HZBUJES",100,2100,"rec00944",2021-06-22
"945","ap00945",2021-06-26,"GJSMCEJ",100,2600,"rec00945",2021-06-25
"946","ap00946",2021-06-21,"EUROPPY",100,2800,"rec00946",2021-06-20
"947","ap00947",2021-06-10,"OHDZQJP",100,2700,"rec00947",2021-06-09
"948","ap00948",2021-06-06,"DJOVKFW",100,2600,"rec00948",2021-06-05
"949","ap00949",2021-06-30,"HNCNXOP",100,3600,"rec00949",2021-06-29
"950","ap00950",2021-07-03,"BFQGBRA",100,2200,"rec00950",2021-07-02
"951","ap00951",2021-07-05,"CCGLSLH",100,3700,"rec00951",2021-07-04
"952","ap00952",2021-07-25,"CKTKGNT",100,2500,"rec00952",2021-07-24
"953","ap00953",2021-06-17,"CXUBFZR",100,3100,"rec00953",2021-06-16
"954","ap00954",2021-06-18,"AEJCFSA",100,2900,"rec00954",2021-06-17
"955","ap00955",2021-06-12,"VVEWTSO",100,3400,"rec00955",2021-06-11
"956","ap00956",2021-06-12,"IWLYEWZ",100,2600,"rec00956",2021-06-11
"957","ap00957",2021-07-04,"EYAIHHA",100,3000,"rec00957",2021-07-03
"958","ap00958",2021-06-10,"JRMIHTB",100,3000,"rec00958",2021-06-09
"959","ap00959",2021-06-14,"CXJAUYI",100,2800,"rec00959",2021-06-13
"960","ap00960",2021-06-24,"TJSPDLR",100,3300,"rec00960",2021-06-23
"961","ap00961",2021-07-03,"DNYMOEA",100,2700,"rec00961",2021-07-02
"962","ap00962",2021-06-10,"OAFUEFR",100,3600,"rec00962",2021-06-09
"963","ap00963",2021-06-25,"ACQRBAH",100,2000,"rec00963",2021-06-24
"964","ap00964",2021-06-30,"TGIJYOI",100,3100,"rec00964",2021-06-29
"965","ap00965",2021-06-14,"NNDPQSQ",100,2700,"rec00965",2021-06-13
"966","ap00966",2021-06-17,"YRAMQFL",100,3000,"rec00966",2021-06-16
"967","ap00967",2021-06-24,"LPFDWIW",100,3400,"rec00967",2021-06-23
"968","ap00968",2021-08-03,"ZONIFVF",100,3100,"rec00968",2021-08-02
"969","ap00969",2021-06-19,"UIUIDCC",100,2600,"rec00969",2021-06-18
"970","ap00970",2021-06-20,"HEXNHBH",100,2700,"rec00970",2021-06-19
"971","ap00971",2021-07-12,"ZIFSLXQ",100,4200,"rec00971",2021-07-11
"972","ap00972",2021-06-28,"JFZAYHK",100,3100,"rec00972",2021-06-27
"973","ap00973",2021-06-30,"ZJIPQSH",100,3100,"rec00973",2021-06-29
"974","ap00974",2021-08-20,"PRWCJYI",100,2600,"rec00974",2021-08-19
"975","ap00975",2021-06-15,"RHCZHBK",100,2500,"rec00975",2021-06-14
"976","ap00976",2021-06-24,"BBVWKLA",100,3000,"rec00976",2021-06-23
"977","ap00977",2021-06-26,"LKJUGBJ",100,3000,"rec00977",2021-06-25
"978","ap00978",2021-07-04,"ZLEMEGP",100,3700,"rec00978",2021-07-03
"979","ap00979",2021-06-18,"CMWWCGG",100,2700,"rec00979",2021-06-17
"980","ap00980",2021-06-21,"DOINTLM",100,2600,"rec00980",2021-06-20
"981","ap00981",2021-07-26,"TWSXNRZ",100,3200,"rec00981",2021-07-25
"982","ap00982",2021-06-20,"JGWCGTM",100,2100,"rec00982",2021-06-19
"983","ap00983",2021-07-03,"IWPEFSP",100,3300,"rec00983",2021-07-02
"984","ap00984",2021-06-30,"XUNWJQA",100,2900,"rec00984",2021-06-29
"985","ap00985",2021-08-11,"RDCEJVX",100,3500,"rec00985",2021-08-10
"986","ap00986",2021-06-23,"SGFOQYC",100,3800,"rec00986",2021-06-22
"987","ap00987",2021-07-22,"YWVQSFC",100,2300,"rec00987",2021-07-21
"988","ap00988",2021-08-01,"OCAEBXE",100,3100,"rec00988",2021-07-31
"989","ap00989",2021-06-28,"JZYSCOB",100,2800,"rec00989",2021-06-27
"990","ap00990",2021-06-25,"RJVMNUA",100,2600,"rec00990",2021-06-24
"991","ap00991",2021-07-03,"CQVCDRB",100,2900,"rec00991",2021-07-02
"992","ap00992",2021-07-03,"TDWAEZZ",100,3100,"rec00992",2021-07-02
"993","ap00993",2021-07-07,"JKVEMQK",100,2400,"rec00993",2021-07-06
"994","ap00994",2021-07-18,"XIJLHXI",100,3900,"rec00994",2021-07-17
"995","ap00995",2021-06-29,"FYFYACV",100,2500,"rec00995",2021-06-28
