"","customer_no","invoice_no","invoice_date","sku","sales_count","sales_return","unit_cost","sales_unit_price","collection_no","collection_date","collection_amount","shipper_no","shipper_date"
"12781","c00410","i64020",2021-08-22,"MOCIDDP",4,0,28,112,"r48985",2021-08-22,448,"s70698",2021-09-26
"12782","c00338","i64104",2021-08-23,"RZZSNZG",1,0,22,44,"r49226",2021-08-23,44,"s61659",2021-08-23
"12783","c00258","i64153",2021-08-23,"HWSYXJF",5,0,29,58,"r49240",2021-08-23,290,"s61660",2021-08-23
"12784","c00500","i64094",2021-08-23,"CVTAJDH",2,0,31,93,"r49223",2021-08-23,186,"s61924",2021-08-24
"12785","c00089","i64117",2021-08-23,"PNJLBGS",5,0,24,72,"r49232",2021-08-23,360,"s61925",2021-08-24
"12786","c00123","i64182",2021-08-23,"BDZINJJ",3,0,41,123,"r49245",2021-08-23,369,"s61926",2021-08-24
"12787","c00350","i64192",2021-08-23,"BXCMBGJ",4,0,25,75,"r49246",2021-08-23,300,"s61927",2021-08-24
"12788","c00198","i64261",2021-08-23,"UWAOAMK",0,0,43,129,"r49260",2021-08-23,0,"s61928",2021-08-24
"12789","c00153","i64324",2021-08-23,"QBIMSBM",4,0,25,50,"r49272",2021-08-23,200,"s61929",2021-08-24
"12790","c00256","i64105",2021-08-23,"NAGIFVZ",0,0,32,128,"r49227",2021-08-23,0,"s62174",2021-08-25
"12791","c00178","i64131",2021-08-23,"XPLUVGP",4,0,27,27,"r49236",2021-08-23,108,"s62175",2021-08-25
"12792","c00119","i64300",2021-08-23,"PLTFTLO",2,0,28,84,"r49265",2021-08-23,168,"s62176",2021-08-25
"12793","c00119","i64149",2021-08-23,"YPWRNMO",1,0,25,50,"r49238",2021-08-23,50,"s62412",2021-08-26
"12794","c00175","i64217",2021-08-23,"IWPEFSP",2,0,44,132,"r49253",2021-08-23,264,"s62413",2021-08-26
"12795","c00462","i64224",2021-08-23,"LZRYAOK",1,0,28,56,"r49254",2021-08-23,56,"s62641",2021-08-27
"12796","c00212","i64309",2021-08-23,"OPMOTZM",3,0,22,44,"r49268",2021-08-23,132,"s62642",2021-08-27
"12797","c00130","i64316",2021-08-23,"BGFORMF",1,0,34,68,"r49271",2021-08-23,68,"s62643",2021-08-27
"12798","c00364","i64327",2021-08-23,"LCAYWQU",3,0,20,100,"r49273",2021-08-23,300,"s62644",2021-08-27
"12799","c00635","i64145",2021-08-23,"WVSHLRI",2,0,28,56,"r49237",2021-08-23,112,"s63122",2021-08-29
"12800","c00957","i64177",2021-08-23,"UIUIDCC",2,0,25,75,"r49244",2021-08-23,150,"s63123",2021-08-29
"12801","c00190","i64112",2021-08-23,"DBSJXQC",4,0,21,21,"r49230",2021-08-23,84,"s63377",2021-08-30
"12802","c00012","i64226",2021-08-23,"SJKLPDL",1,0,29,58,"r49255",2021-08-23,58,"s63378",2021-08-30
"12803","c00081","i64083",2021-08-23,"GZCBWSY",2,0,34,136,"r49222",2021-08-23,272,"s63648",2021-08-31
"12804","c00925","i64213",2021-08-23,"QARMOYF",3,0,25,25,"r49250",2021-08-23,75,"s63649",2021-08-31
"12805","c00785","i64307",2021-08-23,"DHELEND",5,0,30,60,"r49267",2021-08-23,300,"s63650",2021-08-31
"12806","c00034","i64121",2021-08-23,"EGHJPVM",3,0,36,72,"r49234",2021-08-23,216,"s63890",2021-09-01
"12807","c00194","i64195",2021-08-23,"BNCZSBG",0,1,23,69,"r49247",2021-08-23,0,"s63891",2021-09-01
"12808","c00082","i64124",2021-08-23,"TXDMNIY",3,0,30,90,"r49235",2021-08-23,270,"s64169",2021-09-02
"12809","c00899","i64212",2021-08-23,"RQEFXCH",3,0,30,90,"r49249",2021-08-23,270,"s64170",2021-09-02
"12810","c00739","i64214",2021-08-23,"RUGNBTK",1,1,25,50,"r49251",2021-08-23,50,"s64171",2021-09-02
"12811","c00961","i64278",2021-08-23,"YXNPZRC",3,0,30,90,"r49262",2021-08-23,270,"s64172",2021-09-02
"12812","c00885","i64239",2021-08-23,"JCWXKIX",5,0,32,128,"r49256",2021-08-23,640,"s64428",2021-09-03
"12813","c00572","i64290",2021-08-23,"SQEWGMD",1,0,45,135,"r49263",2021-08-23,135,"s64429",2021-09-03
"12814","c00189","i64103",2021-08-23,"TCKRQPE",4,0,36,72,"r49225",2021-08-23,288,"s64708",2021-09-04
"12815","c00470","i64120",2021-08-23,"JRVHXUU",0,0,32,32,"r49233",2021-08-23,0,"s64709",2021-09-04
"12816","c00838","i64110",2021-08-23,"ADTRJIC",2,0,31,31,"r49229",2021-08-23,62,"s64983",2021-09-05
"12817","c00779","i64154",2021-08-23,"JWVNKMD",2,0,34,136,"r49241",2021-08-23,272,"s65231",2021-09-06
"12818","c00786","i64311",2021-08-23,"BDVQXSF",2,0,27,81,"r49269",2021-08-23,162,"s65232",2021-09-06
"12819","c00982","i64098",2021-08-23,"EWEDERG",1,0,40,120,"r49224",2021-08-23,120,"s65499",2021-09-07
"12820","c00098","i64166",2021-08-23,"FNKOHGS",3,0,36,36,"r49243",2021-08-23,108,"s65500",2021-09-07
"12821","c00024","i64305",2021-08-23,"ZHNLFDZ",0,0,30,60,"r49266",2021-08-23,0,"s65501",2021-09-07
"12822","c00786","i64150",2021-08-23,"ROTJPDH",0,0,25,50,"r49239",2021-08-23,0,"s65742",2021-09-08
"12823","c00073","i64248",2021-08-23,"RJVMNUA",0,0,31,62,"r49258",2021-08-23,0,"s66288",2021-09-10
"12824","c00879","i64260",2021-08-23,"FOLPBVP",1,0,15,45,"r49259",2021-08-23,45,"s66289",2021-09-10
"12825","c00920","i64295",2021-08-23,"QJSPMCX",0,0,31,93,"r49264",2021-08-23,0,"s66290",2021-09-10
"12826","c00986","i64328",2021-08-23,"ACQRBAH",1,0,27,81,"r49274",2021-08-23,81,"s66595",2021-09-11
"12827","c00481","i64109",2021-08-23,"BFQGBRA",2,0,25,75,"r49228",2021-08-23,150,"s66850",2021-09-12
"12828","c00830","i64215",2021-08-23,"BGFORMF",0,0,28,56,"r49252",2021-08-23,0,"s67399",2021-09-14
"12829","c00469","i64114",2021-08-23,"NMZJCRZ",3,0,28,56,"r49231",2021-08-23,168,"s68230",2021-09-17
"12830","c00038","i64158",2021-08-23,"MDIXJRH",2,0,23,46,"r49242",2021-08-23,92,"s68231",2021-09-17
"12831","c00220","i64272",2021-08-23,"LPIQMYE",2,0,20,60,"r49261",2021-08-23,120,"s68506",2021-09-18
"12832","c00988","i64205",2021-08-23,"WSFIDKP",2,0,30,90,"r49248",2021-08-23,180,"s69843",2021-09-23
"12833","c00882","i64247",2021-08-23,"ERRDNQR",2,0,27,81,"r49257",2021-08-23,162,"s70114",2021-09-24
"12834","c00792","i64312",2021-08-23,"ETMXEKN",0,0,29,116,"r49270",2021-08-23,0,"s74841",2021-10-11
"12835","c00922","i64374",2021-08-24,"XIJLHXI",2,0,39,117,"r49500",2021-08-24,234,"s61961",2021-08-24
"12836","c00882","i64379",2021-08-24,"IWPEFSP",3,0,31,124,"r49502",2021-08-24,372,"s61962",2021-08-24
"12837","c00675","i64391",2021-08-24,"CMWWCGG",2,0,25,25,"r49504",2021-08-24,50,"s61963",2021-08-24
"12838","c00763","i64569",2021-08-24,"CXUBFZR",1,0,31,62,"r49543",2021-08-24,62,"s61964",2021-08-24
"12839","c00745","i64396",2021-08-24,"UQNSAXO",1,0,38,114,"r49505",2021-08-24,114,"s62188",2021-08-25
"12840","c00693","i64420",2021-08-24,"OOYJHIP",4,0,31,124,"r49511",2021-08-24,496,"s62189",2021-08-25
"12841","c00779","i64484",2021-08-24,"QIXIGKB",1,0,35,105,"r49524",2021-08-24,105,"s62190",2021-08-25
"12842","c00417","i64561",2021-08-24,"CJDWKVI",0,0,34,68,"r49539",2021-08-24,0,"s62191",2021-08-25
"12843","c00495","i64558",2021-08-24,"DJOVKFW",3,0,22,22,"r49538",2021-08-24,66,"s62425",2021-08-26
"12844","c00817","i64363",2021-08-24,"FEDLFXE",2,0,27,81,"r49497",2021-08-24,162,"s62652",2021-08-27
"12845","c00373","i64508",2021-08-24,"KCLOMUE",1,0,31,62,"r49530",2021-08-24,62,"s62653",2021-08-27
"12846","c00987","i64565",2021-08-24,"KEGAYLX",1,0,26,78,"r49541",2021-08-24,78,"s62654",2021-08-27
"12847","c00598","i64388",2021-08-24,"EAYSXBJ",4,0,32,128,"r49503",2021-08-24,512,"s62887",2021-08-28
"12848","c00110","i64427",2021-08-24,"INKNZAB",3,0,28,84,"r49512",2021-08-24,252,"s62888",2021-08-28
"12849","c00281","i64486",2021-08-24,"XMTTCDL",3,0,30,90,"r49525",2021-08-24,270,"s62889",2021-08-28
"12850","c00673","i64532",2021-08-24,"QFZOBTR",1,0,28,56,"r49533",2021-08-24,56,"s62890",2021-08-28
"12851","c00059","i64562",2021-08-24,"PSFSPMD",0,0,30,60,"r49540",2021-08-24,0,"s62891",2021-08-28
"12852","c00906","i64377",2021-08-24,"NWFLJEL",1,0,25,75,"r49501",2021-08-24,75,"s63139",2021-08-29
"12853","c00265","i64492",2021-08-24,"JXZAXAB",1,0,32,128,"r49528",2021-08-24,128,"s63140",2021-08-29
"12854","c00664","i64526",2021-08-24,"DVXQHHC",1,0,24,24,"r49532",2021-08-24,24,"s63141",2021-08-29
"12855","c00327","i64589",2021-08-24,"JNTUFML",1,0,33,66,"r49546",2021-08-24,66,"s63142",2021-08-29
"12856","c00854","i64342",2021-08-24,"TVRHRXE",0,0,31,62,"r49493",2021-08-24,0,"s63390",2021-08-30
"12857","c00601","i64412",2021-08-24,"TEQANUF",2,0,25,50,"r49508",2021-08-24,100,"s63391",2021-08-30
"12858","c00652","i64520",2021-08-24,"PEYRRCC",4,0,24,72,"r49531",2021-08-24,288,"s63392",2021-08-30
"12859","c00548","i64397",2021-08-24,"MGIWSUV",5,0,30,30,"r49506",2021-08-24,150,"s63659",2021-08-31
"12860","c00055","i64556",2021-08-24,"YTEAFJC",2,0,37,74,"r49537",2021-08-24,148,"s63660",2021-08-31
"12861","c00205","i64571",2021-08-24,"IOZREKB",6,0,38,76,"r49544",2021-08-24,456,"s63661",2021-08-31
"12862","c00386","i64369",2021-08-24,"PACBZDC",3,0,27,108,"r49498",2021-08-24,324,"s63901",2021-09-01
"12863","c00808","i64403",2021-08-24,"DKSFRAH",2,0,34,68,"r49507",2021-08-24,136,"s63902",2021-09-01
"12864","c00705","i64457",2021-08-24,"NRSVPGR",1,0,21,42,"r49520",2021-08-24,42,"s63903",2021-09-01
"12865","c00946","i64479",2021-08-24,"AUTRSRF",1,0,31,62,"r49522",2021-08-24,62,"s63904",2021-09-01
"12866","c00319","i64497",2021-08-24,"RGBTONM",2,0,23,69,"r49529",2021-08-24,138,"s63905",2021-09-01
"12867","c00908","i64555",2021-08-24,"UWAOAMK",0,0,25,75,"r49536",2021-08-24,0,"s63906",2021-09-01
"12868","c00244","i64440",2021-08-24,"JTDUJAK",3,0,39,78,"r49514",2021-08-24,234,"s64178",2021-09-02
"12869","c00396","i64362",2021-08-24,"ACDOAAZ",2,0,37,74,"r49496",2021-08-24,148,"s64436",2021-09-03
"12870","c00209","i64435",2021-08-24,"MDIBYEZ",0,0,29,29,"r49513",2021-08-24,0,"s64714",2021-09-04
"12871","c00184","i64546",2021-08-24,"LNWOAFQ",0,0,32,64,"r49535",2021-08-24,0,"s64715",2021-09-04
"12872","c00045","i64581",2021-08-24,"HNCLGJR",4,0,33,66,"r49545",2021-08-24,264,"s64716",2021-09-04
"12873","c00697","i64343",2021-08-24,"TPCVNKA",1,0,27,54,"r49494",2021-08-24,54,"s65243",2021-09-06
"12874","c00929","i64446",2021-08-24,"XIAMGCY",2,0,32,64,"r49517",2021-08-24,128,"s65244",2021-09-06
"12875","c00806","i64458",2021-08-24,"DLYBCMG",5,0,31,31,"r49521",2021-08-24,155,"s65504",2021-09-07
"12876","c00197","i64418",2021-08-24,"VXEFQOX",4,0,34,102,"r49510",2021-08-24,408,"s65749",2021-09-08
"12877","c00543","i64442",2021-08-24,"YRCHVMJ",5,0,28,56,"r49515",2021-08-24,280,"s65750",2021-09-08
"12878","c00338","i64483",2021-08-24,"WSFIDKP",2,0,32,32,"r49523",2021-08-24,64,"s66028",2021-09-09
"12879","c00985","i64371",2021-08-24,"HZBUJES",1,0,33,99,"r49499",2021-08-24,99,"s66293",2021-09-10
"12880","c00669","i64451",2021-08-24,"STSDLUO",2,0,36,144,"r49518",2021-08-24,288,"s66294",2021-09-10
"12881","c00026","i64544",2021-08-24,"EJFGZQF",0,0,30,60,"r49534",2021-08-24,0,"s66295",2021-09-10
"12882","c00005","i64416",2021-08-24,"UUHIVKA",2,0,38,76,"r49509",2021-08-24,152,"s66599",2021-09-11
"12883","c00586","i64443",2021-08-24,"ADTRJIC",4,0,28,140,"r49516",2021-08-24,560,"s66600",2021-09-11
"12884","c00175","i64567",2021-08-24,"EGEMKAV",2,0,40,80,"r49542",2021-08-24,160,"s66852",2021-09-12
"12885","c00700","i64453",2021-08-24,"VXAAYIW",2,0,25,75,"r49519",2021-08-24,150,"s68232",2021-09-17
"12886","c00159","i64490",2021-08-24,"LEEXFLN",3,0,26,52,"r49526",2021-08-24,156,"s68764",2021-09-19
"12887","c00628","i64491",2021-08-24,"FMSQQSJ",1,0,30,30,"r49527",2021-08-24,30,"s71006",2021-09-27
"12888","c00021","i64347",2021-08-24,"JITSTDW",3,0,24,72,"r49495",2021-08-24,216,"s71264",2021-09-28
"12889","c00195","i64663",2021-08-25,"VBQSFHI",2,0,22,66,"r49785",2021-08-25,132,"s62209",2021-08-25
"12890","c00886","i64724",2021-08-25,"JDGPAWW",3,0,35,105,"r49795",2021-08-25,315,"s62210",2021-08-25
"12891","c00734","i64766",2021-08-25,"GNOQUOB",2,0,31,93,"r49806",2021-08-25,186,"s62211",2021-08-25
"12892","c00912","i64656",2021-08-25,"GSPSUYF",4,0,29,116,"r49784",2021-08-25,464,"s62445",2021-08-26
"12893","c00916","i64678",2021-08-25,"YWEFIEX",1,0,28,112,"r49786",2021-08-25,112,"s62446",2021-08-26
"12894","c00729","i64698",2021-08-25,"YIFSAZZ",3,0,24,24,"r49790",2021-08-25,72,"s62447",2021-08-26
"12895","c00697","i64844",2021-08-25,"ERBDORZ",2,0,22,44,"r49819",2021-08-25,88,"s62448",2021-08-26
"12896","c00087","i64849",2021-08-25,"STSDLUO",3,0,34,136,"r49820",2021-08-25,408,"s62449",2021-08-26
"12897","c00469","i64621",2021-08-25,"ERBDORZ",1,0,30,60,"r49781",2021-08-25,60,"s62670",2021-08-27
"12898","c00129","i64851",2021-08-25,"DIRTWYR",1,0,32,96,"r49821",2021-08-25,96,"s62671",2021-08-27
"12899","c00273","i64680",2021-08-25,"MGIHQCY",3,0,30,60,"r49787",2021-08-25,180,"s62903",2021-08-28
"12900","c00158","i64825",2021-08-25,"YIYWLBC",1,0,34,68,"r49814",2021-08-25,68,"s62904",2021-08-28
"12901","c00543","i64693",2021-08-25,"ZIOKYJU",2,0,27,81,"r49789",2021-08-25,162,"s63150",2021-08-29
"12902","c00210","i64757",2021-08-25,"TUUFIVV",3,0,27,81,"r49802",2021-08-25,243,"s63151",2021-08-29
"12903","c00607","i64768",2021-08-25,"FOWPCBN",2,0,30,60,"r49807",2021-08-25,120,"s63152",2021-08-29
"12904","c00977","i64868",2021-08-25,"TRKTUQE",0,0,19,57,"r49824",2021-08-25,0,"s63407",2021-08-30
"12905","c00883","i64764",2021-08-25,"KHZEJIK",3,0,31,93,"r49804",2021-08-25,279,"s63675",2021-08-31
"12906","c00128","i64777",2021-08-25,"UKGNXAJ",1,0,28,84,"r49808",2021-08-25,84,"s63676",2021-08-31
"12907","c00427","i64811",2021-08-25,"UJTIHNT",6,0,29,58,"r49813",2021-08-25,348,"s63677",2021-08-31
"12908","c00706","i64833",2021-08-25,"MDIBYEZ",2,0,31,93,"r49816",2021-08-25,186,"s63678",2021-08-31
"12909","c00878","i64603",2021-08-25,"VGLMRZA",0,0,36,36,"r49778",2021-08-25,0,"s63916",2021-09-01
"12910","c00716","i64739",2021-08-25,"UTUSOYO",2,0,23,46,"r49800",2021-08-25,92,"s63917",2021-09-01
"12911","c00102","i64785",2021-08-25,"AKFLLOG",3,0,33,33,"r49810",2021-08-25,99,"s64185",2021-09-02
"12912","c00760","i64859",2021-08-25,"AIZQJBO",2,0,32,32,"r49822",2021-08-25,64,"s64186",2021-09-02
"12913","c00740","i64592",2021-08-25,"NMKCASH",3,0,28,112,"r49776",2021-08-25,336,"s64445",2021-09-03
"12914","c00174","i64867",2021-08-25,"NZHCUBQ",1,1,26,52,"r49823",2021-08-25,52,"s64446",2021-09-03
"12915","c00329","i64620",2021-08-25,"QHLCGDQ",3,0,31,62,"r49780",2021-08-25,186,"s64724",2021-09-04
"12916","c00826","i64692",2021-08-25,"DJXBTMZ",5,0,30,30,"r49788",2021-08-25,150,"s64725",2021-09-04
"12917","c00545","i64736",2021-08-25,"YYTIJCT",1,0,20,60,"r49798",2021-08-25,60,"s64726",2021-09-04
"12918","c00999","i64705",2021-08-25,"CVTAJDH",0,0,25,100,"r49792",2021-08-25,0,"s64998",2021-09-05
"12919","c00264","i64711",2021-08-25,"AONHKJO",0,0,22,66,"r49793",2021-08-25,0,"s65249",2021-09-06
"12920","c00563","i64737",2021-08-25,"COSVCQZ",0,0,34,68,"r49799",2021-08-25,0,"s65250",2021-09-06
"12921","c00032","i64750",2021-08-25,"OMSXKPH",3,0,29,116,"r49801",2021-08-25,348,"s65251",2021-09-06
"12922","c00525","i64726",2021-08-25,"XPLUVGP",2,0,28,56,"r49796",2021-08-25,112,"s65511",2021-09-07
"12923","c00157","i64781",2021-08-25,"RKUJMCE",1,0,21,21,"r49809",2021-08-25,21,"s65512",2021-09-07
"12924","c00683","i64606",2021-08-25,"YNCKNRE",1,0,28,56,"r49779",2021-08-25,56,"s65756",2021-09-08
"12925","c00872","i64715",2021-08-25,"XJBYESX",2,0,25,50,"r49794",2021-08-25,100,"s66034",2021-09-09
"12926","c00450","i64765",2021-08-25,"TVRHRXE",1,0,26,26,"r49805",2021-08-25,26,"s66035",2021-09-09
"12927","c00826","i64638",2021-08-25,"ASIJADV",1,0,29,87,"r49783",2021-08-25,87,"s66304",2021-09-10
"12928","c00898","i64788",2021-08-25,"OLPNNCT",1,0,31,62,"r49811",2021-08-25,62,"s66305",2021-09-10
"12929","c00066","i64837",2021-08-25,"TFGSIIP",1,0,26,78,"r49818",2021-08-25,78,"s66605",2021-09-11
"12930","c00394","i64699",2021-08-25,"TGMARVF",1,0,34,102,"r49791",2021-08-25,102,"s66854",2021-09-12
"12931","c00262","i64869",2021-08-25,"PRWCJYI",5,0,26,26,"r49825",2021-08-25,130,"s66855",2021-09-12
"12932","c00073","i64836",2021-08-25,"UBHFPDJ",1,0,35,105,"r49817",2021-08-25,105,"s67140",2021-09-13
"12933","c00987","i64598",2021-08-25,"OVEWHKG",1,0,28,56,"r49777",2021-08-25,56,"s67677",2021-09-15
"12934","c00324","i64636",2021-08-25,"RJONYJZ",4,0,21,21,"r49782",2021-08-25,84,"s67968",2021-09-16
"12935","c00054","i64733",2021-08-25,"FNGHFMN",6,0,30,90,"r49797",2021-08-25,540,"s68508",2021-09-18
"12936","c00704","i64763",2021-08-25,"QECCKKT",2,0,29,58,"r49803",2021-08-25,116,"s68766",2021-09-19
"12937","c00162","i64831",2021-08-25,"YVCXATX",0,0,26,52,"r49815",2021-08-25,0,"s68767",2021-09-19
"12938","c00277","i64590",2021-08-25,"YQFIDDC",1,0,44,132,"r49775",2021-08-25,132,"s69030",2021-09-20
"12939","c00117","i64796",2021-08-25,"SGNBWQN",1,0,31,155,"r49812",2021-08-25,155,"s70413",2021-09-25
"12940","c00837","i65031",2021-08-26,"YPWRNMO",0,0,27,54,"r50084",2021-08-26,0,"s62463",2021-08-26
"12941","c00691","i64894",2021-08-26,"HRVYLQI",1,0,36,36,"r50050",2021-08-26,36,"s62692",2021-08-27
"12942","c00673","i64995",2021-08-26,"BVBHYVP",4,0,33,99,"r50072",2021-08-26,396,"s62693",2021-08-27
"12943","c00794","i65019",2021-08-26,"ZANKSQY",3,0,25,75,"r50082",2021-08-26,225,"s62694",2021-08-27
"12944","c00930","i65034",2021-08-26,"DDFGJXI",2,0,21,63,"r50085",2021-08-26,126,"s62695",2021-08-27
"12945","c00108","i64957",2021-08-26,"PXVVWZZ",3,0,33,66,"r50064",2021-08-26,198,"s62925",2021-08-28
"12946","c00803","i64986",2021-08-26,"SALWCWL",3,0,23,46,"r50068",2021-08-26,138,"s62926",2021-08-28
"12947","c00147","i65058",2021-08-26,"DSKRGXD",1,0,27,54,"r50090",2021-08-26,54,"s62927",2021-08-28
"12948","c00383","i65133",2021-08-26,"TMZJUAB",1,0,31,62,"r50099",2021-08-26,62,"s62928",2021-08-28
"12949","c00499","i64912",2021-08-26,"ZQUOHES",0,1,22,44,"r50054",2021-08-26,0,"s63172",2021-08-29
"12950","c00585","i65010",2021-08-26,"ILAGXYJ",4,0,37,74,"r50077",2021-08-26,296,"s63173",2021-08-29
"12951","c00447","i65015",2021-08-26,"NFLNPIW",2,0,30,120,"r50081",2021-08-26,240,"s63174",2021-08-29
"12952","c00903","i64901",2021-08-26,"VGLMRZA",2,0,32,64,"r50052",2021-08-26,128,"s63420",2021-08-30
"12953","c00140","i64942",2021-08-26,"INMFEIS",4,0,35,105,"r50061",2021-08-26,420,"s63421",2021-08-30
"12954","c00190","i64970",2021-08-26,"GNOQUOB",3,1,25,75,"r50065",2021-08-26,225,"s63422",2021-08-30
"12955","c00729","i64991",2021-08-26,"OBVUZEN",2,0,30,30,"r50070",2021-08-26,60,"s63423",2021-08-30
"12956","c00911","i65012",2021-08-26,"BYUGQFX",0,0,24,48,"r50078",2021-08-26,0,"s63424",2021-08-30
"12957","c00350","i65089",2021-08-26,"QZFWGRO",2,0,23,46,"r50095",2021-08-26,92,"s63425",2021-08-30
"12958","c00186","i64920",2021-08-26,"MEMFKFK",2,0,33,66,"r50056",2021-08-26,132,"s63688",2021-08-31
"12959","c00950","i64892",2021-08-26,"IJAHYIW",1,0,33,66,"r50048",2021-08-26,66,"s63924",2021-09-01
"12960","c00217","i65151",2021-08-26,"QFGDBEV",1,0,37,74,"r50102",2021-08-26,74,"s63925",2021-09-01
"12961","c00919","i64911",2021-08-26,"BURUTCH",1,0,23,69,"r50053",2021-08-26,69,"s64196",2021-09-02
"12962","c00563","i64921",2021-08-26,"IOWZHNT",2,0,33,33,"r50057",2021-08-26,66,"s64197",2021-09-02
"12963","c00398","i64996",2021-08-26,"FXJNRKI",1,0,30,120,"r50073",2021-08-26,120,"s64198",2021-09-02
"12964","c00502","i65079",2021-08-26,"ZFAGHES",4,0,26,26,"r50093",2021-08-26,104,"s64199",2021-09-02
"12965","c00040","i64972",2021-08-26,"XJEAIAO",2,0,36,72,"r50066",2021-08-26,144,"s64459",2021-09-03
"12966","c00985","i65000",2021-08-26,"INMFEIS",1,0,30,30,"r50074",2021-08-26,30,"s64460",2021-09-03
"12967","c00678","i65001",2021-08-26,"YWWADQI",1,0,28,84,"r50075",2021-08-26,84,"s64461",2021-09-03
"12968","c00391","i65013",2021-08-26,"AWKTHRO",4,0,31,62,"r50079",2021-08-26,248,"s64462",2021-09-03
"12969","c00776","i65056",2021-08-26,"JZYSCOB",2,0,29,87,"r50088",2021-08-26,174,"s64463",2021-09-03
"12970","c00469","i65140",2021-08-26,"PQFYWGA",1,0,29,87,"r50100",2021-08-26,87,"s64464",2021-09-03
"12971","c00525","i65064",2021-08-26,"LXCWBNY",1,0,29,87,"r50092",2021-08-26,87,"s64736",2021-09-04
"12972","c00034","i64935",2021-08-26,"LCAYWQU",3,0,19,76,"r50060",2021-08-26,228,"s65011",2021-09-05
"12973","c00223","i65144",2021-08-26,"NMZNYGM",2,0,35,140,"r50101",2021-08-26,280,"s65012",2021-09-05
"12974","c00613","i64932",2021-08-26,"VEHGARM",2,0,37,111,"r50059",2021-08-26,222,"s65259",2021-09-06
"12975","c00790","i64943",2021-08-26,"XWFLVUZ",0,1,30,90,"r50062",2021-08-26,0,"s65260",2021-09-06
"12976","c00764","i65039",2021-08-26,"PUDBCRY",3,0,35,105,"r50086",2021-08-26,315,"s65261",2021-09-06
"12977","c00826","i64888",2021-08-26,"XIJLHXI",1,0,25,25,"r50047",2021-08-26,25,"s65519",2021-09-07
"12978","c00305","i64981",2021-08-26,"UFKQHPZ",1,0,22,44,"r50067",2021-08-26,44,"s65520",2021-09-07
"12979","c00830","i65004",2021-08-26,"CQJVOIG",0,0,28,140,"r50076",2021-08-26,0,"s65521",2021-09-07
"12980","c00142","i64895",2021-08-26,"WJZLWYV",1,0,29,58,"r50051",2021-08-26,58,"s65763",2021-09-08
"12981","c00220","i65086",2021-08-26,"HKFKHHF",0,0,35,105,"r50094",2021-08-26,0,"s66610",2021-09-11
"12982","c00587","i64914",2021-08-26,"DVXQHHC",1,1,28,56,"r50055",2021-08-26,56,"s66863",2021-09-12
"12983","c00386","i65103",2021-08-26,"LCZIXUY",3,0,36,72,"r50096",2021-08-26,216,"s66864",2021-09-12
"12984","c00547","i64929",2021-08-26,"CFRAVBY",0,0,22,88,"r50058",2021-08-26,0,"s67144",2021-09-13
"12985","c00092","i65014",2021-08-26,"RTGZNAP",6,0,35,105,"r50080",2021-08-26,630,"s67682",2021-09-15
"12986","c00888","i65059",2021-08-26,"QLWFBBY",0,0,34,68,"r50091",2021-08-26,0,"s67683",2021-09-15
"12987","c00637","i65123",2021-08-26,"DMSMFUG",1,1,26,52,"r50098",2021-08-26,52,"s67971",2021-09-16
"12988","c00372","i65030",2021-08-26,"BGDWUIJ",1,0,49,49,"r50083",2021-08-26,49,"s68510",2021-09-18
"12989","c00652","i64992",2021-08-26,"FPENHEC",0,0,33,66,"r50071",2021-08-26,0,"s68768",2021-09-19
"12990","c00994","i65051",2021-08-26,"OSHEUNF",3,0,22,44,"r50087",2021-08-26,132,"s69541",2021-09-22
"12991","c00571","i65057",2021-08-26,"BPQUSMP",2,0,29,87,"r50089",2021-08-26,174,"s69542",2021-09-22
"12992","c00851","i64948",2021-08-26,"QIZSFKV",2,0,34,102,"r50063",2021-08-26,204,"s71007",2021-09-27
"12993","c00721","i64990",2021-08-26,"AGCNQIM",5,0,18,36,"r50069",2021-08-26,180,"s71008",2021-09-27
"12994","c00563","i65119",2021-08-26,"FQBLLFZ",1,0,32,64,"r50097",2021-08-26,64,"s72986",2021-10-04
"12995","c00867","i64893",2021-08-26,"LAYGBLC",0,0,33,132,"r50049",2021-08-26,0,"s77219",2021-10-20
"12996","c00763","i65245",2021-08-27,"ZFAGHES",2,0,30,120,"r50367",2021-08-27,240,"s62723",2021-08-27
"12997","c00779","i65311",2021-08-27,"JEKNFSP",1,0,27,81,"r50377",2021-08-27,81,"s62724",2021-08-27
"12998","c00073","i65399",2021-08-27,"FQBLLFZ",2,0,26,52,"r50393",2021-08-27,104,"s62725",2021-08-27
"12999","c00857","i65362",2021-08-27,"XJBYESX",3,0,37,74,"r50384",2021-08-27,222,"s62949",2021-08-28
"13000","c00689","i65369",2021-08-27,"DZNCDUT",5,0,27,108,"r50386",2021-08-27,540,"s62950",2021-08-28
"13001","c00314","i65389",2021-08-27,"HWSYXJF",2,0,34,68,"r50391",2021-08-27,136,"s62951",2021-08-28
"13002","c00789","i65161",2021-08-27,"SWFVFGG",2,0,33,99,"r50348",2021-08-27,198,"s63185",2021-08-29
"13003","c00097","i65405",2021-08-27,"NZYVDBZ",1,0,33,132,"r50394",2021-08-27,132,"s63186",2021-08-29
"13004","c00286","i65156",2021-08-27,"TCKRQPE",5,0,27,54,"r50347",2021-08-27,270,"s63440",2021-08-30
