"","sku","date","stock_on_hand"
"63983","RAROIEH",2021-05-14,118
"63984","RAROIEH",2021-05-26,118
"63985","RAROIEH",2021-05-31,116
"63986","RAROIEH",2021-05-31,116
"63987","RAROIEH",2021-06-01,111
"63988","RAROIEH",2021-06-03,108
"63989","RAROIEH",2021-06-06,105
"63990","RAROIEH",2021-06-07,101
"63991","RAROIEH",2021-06-07,97
"63992","RAROIEH",2021-06-08,94
"63993","RAROIEH",2021-06-08,90
"63994","RAROIEH",2021-06-10,88
"63995","RAROIEH",2021-06-12,86
"63996","RAROIEH",2021-06-13,83
"63997","RAROIEH",2021-06-20,81
"63998","RAROIEH",2021-06-20,78
"63999","RAROIEH",2021-06-26,77
"64000","RAROIEH",2021-06-27,77
"64001","RAROIEH",2021-07-03,74
"64002","RAROIEH",2021-07-10,73
"64003","RAROIEH",2021-07-17,73
"64004","RAROIEH",2021-07-19,72
"64005","RAROIEH",2021-08-01,72
"64006","RAROIEH",2021-08-03,72
"64007","RAROIEH",2021-08-04,69
"64008","RAROIEH",2021-08-06,68
"64009","RAROIEH",2021-08-10,63
"64010","RAROIEH",2021-08-22,61
"64011","RAROIEH",2021-08-23,59
"64012","RAROIEH",2021-08-23,58
"64013","RAROIEH",2021-08-30,57
"64014","RAROIEH",2021-09-01,57
"64015","RAROIEH",2021-09-16,56
"64016","RAROIEH",2021-09-23,55
"64017","RAROIEH",2021-09-23,54
"64018","RAROIEH",2021-09-26,52
"64019","RAROIEH",2021-09-28,44
"64020","RAROIEH",2021-09-28,143
"64021","RAROIEH",2021-09-30,141
"64022","RAROIEH",2021-09-30,140
"64023","RAROIEH",2021-10-06,138
"64024","RAROIEH",2021-10-08,136
"64025","RAROIEH",2021-10-12,134
"64026","RAROIEH",2021-10-13,133
"64027","RAROIEH",2021-10-13,132
"64028","RAROIEH",2021-10-13,131
"64029","RAROIEH",2021-10-19,130
"64030","RAROIEH",2021-10-21,127
"64031","RAROIEH",2021-10-23,126
"64032","RAROIEH",2021-10-25,123
"64033","RAROIEH",2021-10-26,122
"64034","RAROIEH",2021-10-28,120
"64035","RAROIEH",2021-10-29,118
"64036","RAROIEH",2021-11-02,117
"64037","RAROIEH",2021-11-03,117
"64038","RAROIEH",2021-11-03,115
"64039","RAROIEH",2021-11-05,113
"64040","RAROIEH",2021-11-09,112
"64041","RAROIEH",2021-11-10,110
"64042","RAROIEH",2021-11-25,109
"64043","RAROIEH",2021-12-14,107
"64044","RAROIEH",2021-12-15,106
"64045","RAROIEH",2021-12-15,103
"64046","RAROIEH",2021-12-16,102
"64047","RAROIEH",2021-12-20,100
"64048","RAROIEH",2021-12-20,98
"64049","RAROIEH",2021-12-23,95
"64050","RAROIEH",2021-12-24,94
"64051","RAROIEH",2021-12-24,93
"64052","RAROIEH",2021-12-30,92
"64053","RAROIEH",2021-12-30,89
"64054","RBJRJDG",2021-01-03,104
"64055","RBJRJDG",2021-01-04,103
"64056","RBJRJDG",2021-01-06,103
"64057","RBJRJDG",2021-01-07,101
"64058","RBJRJDG",2021-01-07,98
"64059","RBJRJDG",2021-01-08,94
"64060","RBJRJDG",2021-01-19,90
"64061","RBJRJDG",2021-01-20,89
"64062","RBJRJDG",2021-01-20,86
"64063","RBJRJDG",2021-01-21,86
"64064","RBJRJDG",2021-02-04,84
"64065","RBJRJDG",2021-02-05,84
"64066","RBJRJDG",2021-02-12,84
"64067","RBJRJDG",2021-02-13,82
"64068","RBJRJDG",2021-02-14,80
"64069","RBJRJDG",2021-02-15,78
"64070","RBJRJDG",2021-02-17,78
"64071","RBJRJDG",2021-02-21,76
"64072","RBJRJDG",2021-02-25,72
"64073","RBJRJDG",2021-02-26,70
"64074","RBJRJDG",2021-03-03,66
"64075","RBJRJDG",2021-03-10,63
"64076","RBJRJDG",2021-03-11,61
"64077","RBJRJDG",2021-03-13,54
"64078","RBJRJDG",2021-03-29,52
"64079","RBJRJDG",2021-03-31,50
"64080","RBJRJDG",2021-04-01,48
"64081","RBJRJDG",2021-04-02,146
"64082","RBJRJDG",2021-04-03,145
"64083","RBJRJDG",2021-04-05,144
"64084","RBJRJDG",2021-04-09,142
"64085","RBJRJDG",2021-04-10,143
"64086","RBJRJDG",2021-04-12,140
"64087","RBJRJDG",2021-04-16,138
"64088","RBJRJDG",2021-04-18,135
"64089","RBJRJDG",2021-04-27,132
"64090","RBJRJDG",2021-04-27,131
"64091","RBJRJDG",2021-05-02,130
"64092","RBJRJDG",2021-05-05,129
"64093","RBJRJDG",2021-05-06,125
"64094","RBJRJDG",2021-05-11,124
"64095","RBJRJDG",2021-05-17,122
"64096","RBJRJDG",2021-05-22,121
"64097","RBJRJDG",2021-05-25,120
"64098","RBJRJDG",2021-06-02,119
"64099","RBJRJDG",2021-06-05,117
"64100","RBJRJDG",2021-06-06,115
"64101","RBJRJDG",2021-06-09,113
"64102","RBJRJDG",2021-06-13,111
"64103","RBJRJDG",2021-06-16,108
"64104","RBJRJDG",2021-06-17,104
"64105","RBJRJDG",2021-06-18,102
"64106","RBJRJDG",2021-06-29,97
"64107","RBJRJDG",2021-07-01,92
"64108","RBJRJDG",2021-07-03,88
"64109","RBJRJDG",2021-07-03,88
"64110","RBJRJDG",2021-07-06,87
"64111","RBJRJDG",2021-07-10,85
"64112","RBJRJDG",2021-07-20,83
"64113","RBJRJDG",2021-07-28,81
"64114","RBJRJDG",2021-07-29,79
"64115","RBJRJDG",2021-07-31,75
"64116","RBJRJDG",2021-08-09,72
"64117","RBJRJDG",2021-08-13,70
"64118","RBJRJDG",2021-08-16,70
"64119","RBJRJDG",2021-08-16,69
"64120","RBJRJDG",2021-08-17,67
"64121","RBJRJDG",2021-08-18,65
"64122","RBJRJDG",2021-08-22,63
"64123","RBJRJDG",2021-08-24,62
"64124","RBJRJDG",2021-08-25,61
"64125","RBJRJDG",2021-08-29,59
"64126","RBJRJDG",2021-08-29,58
"64127","RBJRJDG",2021-09-07,55
"64128","RBJRJDG",2021-09-10,53
"64129","RBJRJDG",2021-09-14,49
"64130","RBJRJDG",2021-09-17,148
"64131","RBJRJDG",2021-09-19,148
"64132","RBJRJDG",2021-09-22,144
"64133","RBJRJDG",2021-09-24,142
"64134","RBJRJDG",2021-09-25,141
"64135","RBJRJDG",2021-09-26,139
"64136","RBJRJDG",2021-09-26,134
"64137","RBJRJDG",2021-09-28,132
"64138","RBJRJDG",2021-10-04,128
"64139","RBJRJDG",2021-10-04,126
"64140","RBJRJDG",2021-10-07,125
"64141","RBJRJDG",2021-10-08,123
"64142","RBJRJDG",2021-10-08,119
"64143","RBJRJDG",2021-10-11,117
"64144","RBJRJDG",2021-10-19,115
"64145","RBJRJDG",2021-10-20,114
"64146","RBJRJDG",2021-10-23,113
"64147","RBJRJDG",2021-11-01,112
"64148","RBJRJDG",2021-11-11,110
"64149","RBJRJDG",2021-11-23,109
"64150","RBJRJDG",2021-12-08,107
"64151","RBJRJDG",2021-12-11,105
"64152","RBJRJDG",2021-12-29,102
"64153","RBJRJDG",2021-12-30,102
"64154","RCAKXTB",2021-01-07,100
"64155","RCAKXTB",2021-01-07,97
"64156","RCAKXTB",2021-01-11,94
"64157","RCAKXTB",2021-01-14,93
"64158","RCAKXTB",2021-01-21,92
"64159","RCAKXTB",2021-01-23,91
"64160","RCAKXTB",2021-02-02,90
"64161","RCAKXTB",2021-02-06,88
"64162","RCAKXTB",2021-02-06,86
"64163","RCAKXTB",2021-02-07,82
"64164","RCAKXTB",2021-02-13,81
"64165","RCAKXTB",2021-02-13,80
"64166","RCAKXTB",2021-02-13,73
"64167","RCAKXTB",2021-02-27,71
"64168","RCAKXTB",2021-03-05,68
"64169","RCAKXTB",2021-03-07,66
"64170","RCAKXTB",2021-03-08,62
"64171","RCAKXTB",2021-03-19,60
"64172","RCAKXTB",2021-03-20,56
"64173","RCAKXTB",2021-04-05,54
"64174","RCAKXTB",2021-04-06,50
"64175","RCAKXTB",2021-04-08,49
"64176","RCAKXTB",2021-04-09,150
"64177","RCAKXTB",2021-04-12,146
"64178","RCAKXTB",2021-04-17,144
"64179","RCAKXTB",2021-04-21,143
"64180","RCAKXTB",2021-04-26,139
"64181","RCAKXTB",2021-04-28,138
"64182","RCAKXTB",2021-05-05,137
"64183","RCAKXTB",2021-05-06,135
"64184","RCAKXTB",2021-05-06,134
"64185","RCAKXTB",2021-05-10,131
"64186","RCAKXTB",2021-05-11,126
"64187","RCAKXTB",2021-05-17,126
"64188","RCAKXTB",2021-05-24,125
"64189","RCAKXTB",2021-05-24,122
"64190","RCAKXTB",2021-05-24,119
"64191","RCAKXTB",2021-05-25,118
"64192","RCAKXTB",2021-05-27,118
"64193","RCAKXTB",2021-05-28,117
"64194","RCAKXTB",2021-06-09,113
"64195","RCAKXTB",2021-06-14,112
"64196","RCAKXTB",2021-06-17,109
"64197","RCAKXTB",2021-07-03,106
"64198","RCAKXTB",2021-07-07,105
"64199","RCAKXTB",2021-07-21,98
"64200","RCAKXTB",2021-07-24,96
"64201","RCAKXTB",2021-07-25,94
"64202","RCAKXTB",2021-08-08,90
"64203","RCAKXTB",2021-08-10,89
"64204","RCAKXTB",2021-08-18,88
"64205","RCAKXTB",2021-08-28,87
"64206","RCAKXTB",2021-09-02,84
"64207","RCAKXTB",2021-09-03,82
"64208","RCAKXTB",2021-09-05,82
"64209","RCAKXTB",2021-09-10,80
"64210","RCAKXTB",2021-09-16,81
"64211","RCAKXTB",2021-09-20,79
"64212","RCAKXTB",2021-09-22,80
"64213","RCAKXTB",2021-09-26,79
"64214","RCAKXTB",2021-09-26,77
"64215","RCAKXTB",2021-09-27,76
"64216","RCAKXTB",2021-09-28,74
"64217","RCAKXTB",2021-10-09,70
"64218","RCAKXTB",2021-10-11,70
"64219","RCAKXTB",2021-10-12,70
"64220","RCAKXTB",2021-10-16,65
"64221","RCAKXTB",2021-10-17,65
"64222","RCAKXTB",2021-10-22,63
"64223","RCAKXTB",2021-10-22,59
"64224","RCAKXTB",2021-10-25,56
"64225","RCAKXTB",2021-10-26,55
"64226","RCAKXTB",2021-10-30,54
"64227","RCAKXTB",2021-11-02,53
"64228","RCAKXTB",2021-11-11,46
"64229","RCAKXTB",2021-11-13,144
"64230","RCAKXTB",2021-11-20,144
"64231","RCAKXTB",2021-11-21,140
"64232","RCAKXTB",2021-11-21,139
"64233","RCAKXTB",2021-11-26,138
"64234","RCAKXTB",2021-11-30,135
"64235","RCAKXTB",2021-12-03,135
"64236","RCAKXTB",2021-12-03,135
"64237","RCAKXTB",2021-12-04,134
"64238","RCAKXTB",2021-12-08,133
"64239","RCAKXTB",2021-12-10,131
"64240","RCAKXTB",2021-12-13,130
"64241","RCAKXTB",2021-12-23,129
"64242","RCAKXTB",2021-12-25,129
"64243","RCAKXTB",2021-12-27,126
"64244","RCAKXTB",2021-12-28,123
"64245","RCEPOMR",2021-01-01,101
"64246","RCEPOMR",2021-01-11,99
"64247","RCEPOMR",2021-01-13,95
"64248","RCEPOMR",2021-01-15,90
"64249","RCEPOMR",2021-01-19,86
"64250","RCEPOMR",2021-01-20,86
"64251","RCEPOMR",2021-01-26,84
"64252","RCEPOMR",2021-01-29,83
"64253","RCEPOMR",2021-02-01,82
"64254","RCEPOMR",2021-02-13,81
"64255","RCEPOMR",2021-02-19,80
"64256","RCEPOMR",2021-02-23,79
"64257","RCEPOMR",2021-02-25,79
"64258","RCEPOMR",2021-03-01,79
"64259","RCEPOMR",2021-03-05,77
"64260","RCEPOMR",2021-03-08,76
"64261","RCEPOMR",2021-03-08,75
"64262","RCEPOMR",2021-03-18,72
"64263","RCEPOMR",2021-03-22,71
"64264","RCEPOMR",2021-03-23,68
"64265","RCEPOMR",2021-03-23,64
"64266","RCEPOMR",2021-03-27,62
"64267","RCEPOMR",2021-04-01,59
"64268","RCEPOMR",2021-04-12,59
"64269","RCEPOMR",2021-04-12,58
"64270","RCEPOMR",2021-04-14,57
"64271","RCEPOMR",2021-04-14,55
"64272","RCEPOMR",2021-05-09,50
"64273","RCEPOMR",2021-05-10,47
"64274","RCEPOMR",2021-05-15,142
"64275","RCEPOMR",2021-05-19,142
"64276","RCEPOMR",2021-05-22,141
"64277","RCEPOMR",2021-05-28,139
"64278","RCEPOMR",2021-05-29,139
"64279","RCEPOMR",2021-05-29,139
"64280","RCEPOMR",2021-06-02,137
"64281","RCEPOMR",2021-06-04,134
"64282","RCEPOMR",2021-06-05,130
"64283","RCEPOMR",2021-06-08,129
"64284","RCEPOMR",2021-06-11,126
"64285","RCEPOMR",2021-06-11,123
"64286","RCEPOMR",2021-06-13,121
"64287","RCEPOMR",2021-06-15,120
"64288","RCEPOMR",2021-06-18,119
"64289","RCEPOMR",2021-06-25,117
"64290","RCEPOMR",2021-06-26,117
"64291","RCEPOMR",2021-07-08,115
"64292","RCEPOMR",2021-07-10,114
"64293","RCEPOMR",2021-07-17,114
"64294","RCEPOMR",2021-07-18,114
"64295","RCEPOMR",2021-07-19,113
"64296","RCEPOMR",2021-07-22,110
"64297","RCEPOMR",2021-07-25,110
"64298","RCEPOMR",2021-07-31,107
"64299","RCEPOMR",2021-08-05,106
"64300","RCEPOMR",2021-08-13,102
"64301","RCEPOMR",2021-08-17,101
"64302","RCEPOMR",2021-08-22,100
"64303","RCEPOMR",2021-08-23,97
"64304","RCEPOMR",2021-08-26,95
"64305","RCEPOMR",2021-08-28,92
"64306","RCEPOMR",2021-08-30,91
"64307","RCEPOMR",2021-09-03,89
"64308","RCEPOMR",2021-09-04,87
"64309","RCEPOMR",2021-09-05,85
"64310","RCEPOMR",2021-09-06,83
"64311","RCEPOMR",2021-09-07,81
"64312","RCEPOMR",2021-09-07,81
"64313","RCEPOMR",2021-09-14,77
"64314","RCEPOMR",2021-09-17,75
"64315","RCEPOMR",2021-09-21,73
"64316","RCEPOMR",2021-09-22,71
"64317","RCEPOMR",2021-09-25,66
"64318","RCEPOMR",2021-09-25,66
"64319","RCEPOMR",2021-10-04,65
"64320","RCEPOMR",2021-10-05,64
"64321","RCEPOMR",2021-10-08,63
"64322","RCEPOMR",2021-10-09,63
"64323","RCEPOMR",2021-10-13,61
"64324","RCEPOMR",2021-10-15,59
"64325","RCEPOMR",2021-10-19,57
"64326","RCEPOMR",2021-10-24,55
"64327","RCEPOMR",2021-10-24,54
"64328","RCEPOMR",2021-10-25,54
"64329","RCEPOMR",2021-10-27,50
"64330","RCEPOMR",2021-11-01,48
"64331","RCEPOMR",2021-11-05,145
"64332","RCEPOMR",2021-11-05,145
"64333","RCEPOMR",2021-11-08,144
"64334","RCEPOMR",2021-11-11,143
"64335","RCEPOMR",2021-11-11,143
"64336","RCEPOMR",2021-12-01,139
"64337","RCEPOMR",2021-12-02,138
"64338","RCEPOMR",2021-12-07,135
"64339","RCEPOMR",2021-12-14,134
"64340","RCEPOMR",2021-12-17,132
"64341","RCEPOMR",2021-12-17,130
"64342","RCEPOMR",2021-12-18,126
"64343","RCEPOMR",2021-12-19,122
"64344","RCEPOMR",2021-12-30,120
"64345","RCZTEFC",2021-01-07,104
"64346","RCZTEFC",2021-01-08,103
"64347","RCZTEFC",2021-01-16,99
"64348","RCZTEFC",2021-01-20,96
"64349","RCZTEFC",2021-01-22,96
"64350","RCZTEFC",2021-01-27,95
"64351","RCZTEFC",2021-02-02,91
"64352","RCZTEFC",2021-02-11,90
"64353","RCZTEFC",2021-02-16,86
"64354","RCZTEFC",2021-02-21,85
"64355","RCZTEFC",2021-02-22,84
"64356","RCZTEFC",2021-02-23,84
"64357","RCZTEFC",2021-02-28,79
"64358","RCZTEFC",2021-03-01,74
"64359","RCZTEFC",2021-03-13,70
"64360","RCZTEFC",2021-03-14,70
"64361","RCZTEFC",2021-03-14,68
"64362","RCZTEFC",2021-03-15,65
"64363","RCZTEFC",2021-03-16,64
"64364","RCZTEFC",2021-03-21,63
"64365","RCZTEFC",2021-03-23,59
"64366","RCZTEFC",2021-03-30,55
"64367","RCZTEFC",2021-03-31,53
"64368","RCZTEFC",2021-04-05,50
"64369","RCZTEFC",2021-04-16,49
"64370","RCZTEFC",2021-04-17,146
"64371","RCZTEFC",2021-04-25,145
"64372","RCZTEFC",2021-04-26,143
"64373","RCZTEFC",2021-05-05,141
"64374","RCZTEFC",2021-05-08,138
"64375","RCZTEFC",2021-05-14,136
"64376","RCZTEFC",2021-05-18,135
"64377","RCZTEFC",2021-05-21,131
"64378","RCZTEFC",2021-05-25,129
"64379","RCZTEFC",2021-05-27,128
"64380","RCZTEFC",2021-05-30,126
"64381","RCZTEFC",2021-06-10,125
"64382","RCZTEFC",2021-06-13,119
"64383","RCZTEFC",2021-06-23,117
"64384","RCZTEFC",2021-06-25,115
"64385","RCZTEFC",2021-06-26,112
"64386","RCZTEFC",2021-06-27,112
"64387","RCZTEFC",2021-06-29,111
"64388","RCZTEFC",2021-07-02,112
"64389","RCZTEFC",2021-07-04,111
"64390","RCZTEFC",2021-07-11,110
"64391","RCZTEFC",2021-07-12,110
"64392","RCZTEFC",2021-07-15,109
"64393","RCZTEFC",2021-07-17,108
"64394","RCZTEFC",2021-07-21,107
"64395","RCZTEFC",2021-07-25,106
"64396","RCZTEFC",2021-07-27,105
"64397","RCZTEFC",2021-07-27,104
"64398","RCZTEFC",2021-07-28,102
"64399","RCZTEFC",2021-08-04,101
"64400","RCZTEFC",2021-08-07,101
"64401","RCZTEFC",2021-08-16,98
"64402","RCZTEFC",2021-08-17,96
"64403","RCZTEFC",2021-08-21,91
"64404","RCZTEFC",2021-08-22,88
"64405","RCZTEFC",2021-08-22,85
"64406","RCZTEFC",2021-08-25,84
"64407","RCZTEFC",2021-08-26,79
"64408","RCZTEFC",2021-08-28,76
"64409","RCZTEFC",2021-08-31,76
"64410","RCZTEFC",2021-09-05,74
"64411","RCZTEFC",2021-09-06,71
"64412","RCZTEFC",2021-09-11,66
"64413","RCZTEFC",2021-09-25,64
"64414","RCZTEFC",2021-09-28,60
"64415","RCZTEFC",2021-10-03,59
"64416","RCZTEFC",2021-10-06,55
"64417","RCZTEFC",2021-10-08,54
"64418","RCZTEFC",2021-10-08,53
"64419","RCZTEFC",2021-10-19,51
"64420","RCZTEFC",2021-10-19,48
"64421","RCZTEFC",2021-10-19,148
"64422","RCZTEFC",2021-10-21,142
"64423","RCZTEFC",2021-10-22,140
"64424","RCZTEFC",2021-10-30,138
"64425","RCZTEFC",2021-11-05,137
"64426","RCZTEFC",2021-11-15,135
"64427","RCZTEFC",2021-11-17,131
"64428","RCZTEFC",2021-12-01,126
"64429","RCZTEFC",2021-12-04,125
"64430","RCZTEFC",2021-12-05,124
"64431","RCZTEFC",2021-12-07,124
"64432","RCZTEFC",2021-12-09,124
"64433","RCZTEFC",2021-12-10,121
"64434","RCZTEFC",2021-12-12,119
"64435","RCZTEFC",2021-12-18,117
"64436","RCZTEFC",2021-12-22,113
"64437","RCZTEFC",2021-12-23,111
"64438","RCZTEFC",2021-12-24,110
"64439","RCZTEFC",2021-12-30,107
"64440","RDCEJVX",2021-01-02,102
"64441","RDCEJVX",2021-01-03,102
"64442","RDCEJVX",2021-01-06,98
"64443","RDCEJVX",2021-01-07,97
"64444","RDCEJVX",2021-01-11,95
"64445","RDCEJVX",2021-01-14,90
"64446","RDCEJVX",2021-01-20,89
"64447","RDCEJVX",2021-01-21,89
"64448","RDCEJVX",2021-01-27,85
"64449","RDCEJVX",2021-03-01,85
"64450","RDCEJVX",2021-03-04,84
"64451","RDCEJVX",2021-03-04,81
"64452","RDCEJVX",2021-03-13,80
"64453","RDCEJVX",2021-03-17,79
"64454","RDCEJVX",2021-03-19,78
"64455","RDCEJVX",2021-03-19,74
"64456","RDCEJVX",2021-03-26,73
"64457","RDCEJVX",2021-03-30,70
"64458","RDCEJVX",2021-04-10,66
"64459","RDCEJVX",2021-05-02,64
"64460","RDCEJVX",2021-05-10,59
"64461","RDCEJVX",2021-05-13,58
"64462","RDCEJVX",2021-05-21,58
"64463","RDCEJVX",2021-05-28,56
"64464","RDCEJVX",2021-06-03,55
"64465","RDCEJVX",2021-06-13,54
"64466","RDCEJVX",2021-06-14,53
"64467","RDCEJVX",2021-06-14,50
"64468","RDCEJVX",2021-06-18,50
"64469","RDCEJVX",2021-06-18,48
"64470","RDCEJVX",2021-06-19,146
"64471","RDCEJVX",2021-06-21,143
"64472","RDCEJVX",2021-06-22,141
"64473","RDCEJVX",2021-06-25,140
"64474","RDCEJVX",2021-06-30,140
"64475","RDCEJVX",2021-07-03,140
"64476","RDCEJVX",2021-07-05,139
"64477","RDCEJVX",2021-07-13,137
"64478","RDCEJVX",2021-07-15,136
"64479","RDCEJVX",2021-07-17,134
"64480","RDCEJVX",2021-07-26,128
"64481","RDCEJVX",2021-07-29,128
"64482","RDCEJVX",2021-08-01,126
"64483","RDCEJVX",2021-08-06,125
"64484","RDCEJVX",2021-08-10,123
"64485","RDCEJVX",2021-08-16,121
"64486","RDCEJVX",2021-08-16,121
"64487","RDCEJVX",2021-08-19,120
"64488","RDCEJVX",2021-08-19,118
"64489","RDCEJVX",2021-08-23,117
"64490","RDCEJVX",2021-08-29,116
"64491","RDCEJVX",2021-09-05,115
"64492","RDCEJVX",2021-09-08,112
"64493","RDCEJVX",2021-09-15,107
"64494","RDCEJVX",2021-09-18,105
"64495","RDCEJVX",2021-10-03,102
"64496","RDCEJVX",2021-10-07,101
"64497","RDCEJVX",2021-10-15,100
"64498","RDCEJVX",2021-10-16,97
"64499","RDCEJVX",2021-10-19,94
"64500","RDCEJVX",2021-11-02,89
"64501","RDCEJVX",2021-11-05,88
"64502","RDCEJVX",2021-11-07,86
"64503","RDCEJVX",2021-11-08,84
"64504","RDCEJVX",2021-11-09,83
"64505","RDCEJVX",2021-11-12,83
"64506","RDCEJVX",2021-11-15,80
"64507","RDCEJVX",2021-11-19,78
"64508","RDCEJVX",2021-12-01,78
"64509","RDCEJVX",2021-12-03,77
"64510","RDCEJVX",2021-12-04,75
"64511","RDCEJVX",2021-12-05,72
"64512","RDCEJVX",2021-12-11,69
"64513","RDCEJVX",2021-12-11,67
"64514","RDCEJVX",2021-12-16,66
"64515","RDCEJVX",2021-12-24,63
"64516","RDCEJVX",2021-12-25,61
"64517","RDCEJVX",2021-12-28,57
"64518","RDCEJVX",2021-12-30,53
"64519","RDTTYDZ",2021-01-03,92
"64520","RDTTYDZ",2021-01-06,91
"64521","RDTTYDZ",2021-01-06,88
"64522","RDTTYDZ",2021-01-21,86
"64523","RDTTYDZ",2021-01-23,86
"64524","RDTTYDZ",2021-01-29,84
"64525","RDTTYDZ",2021-02-05,83
"64526","RDTTYDZ",2021-02-05,81
"64527","RDTTYDZ",2021-02-06,79
"64528","RDTTYDZ",2021-02-08,77
"64529","RDTTYDZ",2021-02-10,75
"64530","RDTTYDZ",2021-02-12,73
"64531","RDTTYDZ",2021-02-16,73
"64532","RDTTYDZ",2021-02-18,72
"64533","RDTTYDZ",2021-02-21,70
"64534","RDTTYDZ",2021-02-24,69
"64535","RDTTYDZ",2021-02-25,68
"64536","RDTTYDZ",2021-03-03,66
"64537","RDTTYDZ",2021-03-10,65
"64538","RDTTYDZ",2021-03-11,61
"64539","RDTTYDZ",2021-03-20,58
"64540","RDTTYDZ",2021-04-07,57
"64541","RDTTYDZ",2021-04-09,55
"64542","RDTTYDZ",2021-04-20,55
"64543","RDTTYDZ",2021-05-05,54
"64544","RDTTYDZ",2021-05-06,53
"64545","RDTTYDZ",2021-05-11,52
"64546","RDTTYDZ",2021-05-12,51
"64547","RDTTYDZ",2021-05-16,51
"64548","RDTTYDZ",2021-05-18,50
"64549","RDTTYDZ",2021-05-23,48
"64550","RDTTYDZ",2021-05-23,146
"64551","RDTTYDZ",2021-05-23,144
"64552","RDTTYDZ",2021-05-24,142
"64553","RDTTYDZ",2021-05-28,141
"64554","RDTTYDZ",2021-05-28,139
"64555","RDTTYDZ",2021-06-09,137
"64556","RDTTYDZ",2021-06-13,136
"64557","RDTTYDZ",2021-06-15,134
"64558","RDTTYDZ",2021-06-18,132
"64559","RDTTYDZ",2021-06-21,131
"64560","RDTTYDZ",2021-06-23,130
"64561","RDTTYDZ",2021-06-24,128
"64562","RDTTYDZ",2021-06-27,127
"64563","RDTTYDZ",2021-07-02,124
"64564","RDTTYDZ",2021-07-06,123
"64565","RDTTYDZ",2021-07-08,123
"64566","RDTTYDZ",2021-07-19,120
"64567","RDTTYDZ",2021-07-30,119
"64568","RDTTYDZ",2021-08-07,117
"64569","RDTTYDZ",2021-08-10,114
"64570","RDTTYDZ",2021-08-11,112
"64571","RDTTYDZ",2021-08-11,112
"64572","RDTTYDZ",2021-08-14,112
"64573","RDTTYDZ",2021-08-15,111
"64574","RDTTYDZ",2021-08-21,108
"64575","RDTTYDZ",2021-09-11,107
"64576","RDTTYDZ",2021-09-13,105
"64577","RDTTYDZ",2021-09-13,105
"64578","RDTTYDZ",2021-09-16,104
"64579","RDTTYDZ",2021-09-19,100
"64580","RDTTYDZ",2021-10-05,100
"64581","RDTTYDZ",2021-10-07,99
"64582","RDTTYDZ",2021-10-08,99
"64583","RDTTYDZ",2021-10-17,97
"64584","RDTTYDZ",2021-10-20,95
"64585","RDTTYDZ",2021-10-28,92
"64586","RDTTYDZ",2021-10-30,92
"64587","RDTTYDZ",2021-11-01,91
"64588","RDTTYDZ",2021-11-05,89
"64589","RDTTYDZ",2021-11-09,89
"64590","RDTTYDZ",2021-11-13,88
"64591","RDTTYDZ",2021-11-15,87
"64592","RDTTYDZ",2021-11-16,86
"64593","RDTTYDZ",2021-11-21,80
"64594","RDTTYDZ",2021-11-22,76
"64595","RDTTYDZ",2021-11-23,74
"64596","RDTTYDZ",2021-11-26,71
"64597","RDTTYDZ",2021-11-27,71
"64598","RDTTYDZ",2021-11-28,71
"64599","RDTTYDZ",2021-11-30,66
"64600","RDTTYDZ",2021-12-08,64
"64601","RDTTYDZ",2021-12-14,61
"64602","RDTTYDZ",2021-12-16,60
"64603","RDTTYDZ",2021-12-17,60
"64604","RDTTYDZ",2021-12-21,58
"64605","RDTTYDZ",2021-12-23,55
"64606","RDTTYDZ",2021-12-30,51
"64607","RDTTYDZ",2021-12-31,50
"64608","REIICRG",2021-01-04,79
"64609","REIICRG",2021-01-08,77
"64610","REIICRG",2021-01-10,76
"64611","REIICRG",2021-01-12,76
"64612","REIICRG",2021-01-16,72
"64613","REIICRG",2021-01-21,71
"64614","REIICRG",2021-01-22,71
"64615","REIICRG",2021-01-22,70
"64616","REIICRG",2021-01-25,68
"64617","REIICRG",2021-01-29,67
"64618","REIICRG",2021-02-05,66
"64619","REIICRG",2021-02-13,66
"64620","REIICRG",2021-02-18,64
"64621","REIICRG",2021-02-20,61
"64622","REIICRG",2021-02-23,59
"64623","REIICRG",2021-03-02,58
"64624","REIICRG",2021-03-08,54
"64625","REIICRG",2021-03-10,51
"64626","REIICRG",2021-03-11,48
"64627","REIICRG",2021-03-16,145
"64628","REIICRG",2021-03-26,138
"64629","REIICRG",2021-03-29,137
"64630","REIICRG",2021-04-07,137
"64631","REIICRG",2021-04-08,136
"64632","REIICRG",2021-04-10,136
"64633","REIICRG",2021-04-12,132
"64634","REIICRG",2021-04-20,132
"64635","REIICRG",2021-04-20,128
"64636","REIICRG",2021-04-21,127
"64637","REIICRG",2021-04-30,126
"64638","REIICRG",2021-05-01,124
"64639","REIICRG",2021-05-04,122
"64640","REIICRG",2021-05-05,120
"64641","REIICRG",2021-05-06,120
"64642","REIICRG",2021-05-07,118
"64643","REIICRG",2021-05-16,114
"64644","REIICRG",2021-05-20,111
"64645","REIICRG",2021-06-03,109
"64646","REIICRG",2021-06-07,105
"64647","REIICRG",2021-06-09,102
"64648","REIICRG",2021-06-13,100
"64649","REIICRG",2021-06-18,98
"64650","REIICRG",2021-07-07,95
"64651","REIICRG",2021-07-14,93
