"","receiver_no","receiver_date","sku","unit_cost","received","po_no","po_date"
"698","rec00698",2021-05-04,"ESPZBBN",31,100,"p00698",2021-04-22
"699","rec00699",2021-04-28,"BROMQYM",21,100,"p00699",2021-04-22
"700","rec00700",2021-04-26,"NMZNYGM",36,100,"p00700",2021-04-22
"701","rec00701",2021-04-22,"DLYBCMG",23,100,"p00701",2021-04-22
"702","rec00702",2021-04-28,"ALWRWAR",22,100,"p00702",2021-04-22
"703","rec00703",2021-04-27,"PEYRRCC",24,100,"p00703",2021-04-23
"704","rec00704",2021-05-07,"REWWMWR",22,100,"p00704",2021-04-23
"705","rec00705",2021-04-25,"PLTFTLO",33,100,"p00705",2021-04-23
"706","rec00706",2021-05-08,"QEDHZSD",28,100,"p00706",2021-04-23
"707","rec00707",2021-05-05,"LOUYDLP",30,100,"p00707",2021-04-23
"708","rec00708",2021-06-22,"LCGMRQZ",26,100,"p00708",2021-04-23
"709","rec00709",2021-04-24,"ZEAOKZJ",28,100,"p00709",2021-04-23
"710","rec00710",2021-05-18,"KZPTJIT",35,100,"p00710",2021-04-23
"711","rec00711",2021-05-08,"ERRDNQR",41,100,"p00711",2021-04-23
"712","rec00712",2021-04-26,"DEJXUGR",34,100,"p00712",2021-04-23
"713","rec00713",2021-05-30,"ZPDNNZR",26,100,"p00713",2021-04-23
"714","rec00714",2021-05-10,"OOFSLVM",26,100,"p00714",2021-04-23
"715","rec00715",2021-05-08,"XCOTMET",22,100,"p00715",2021-04-24
"716","rec00716",2021-05-08,"OSMECNX",24,100,"p00716",2021-04-24
"717","rec00717",2021-05-05,"ONNFIMW",35,100,"p00717",2021-04-24
"718","rec00718",2021-05-09,"ERBDORZ",34,100,"p00718",2021-04-24
"719","rec00719",2021-05-15,"BXEFJRL",25,100,"p00719",2021-04-24
"720","rec00720",2021-05-13,"URPUOFX",31,100,"p00720",2021-04-24
"721","rec00721",2021-05-13,"EAJCLJX",27,100,"p00721",2021-04-24
"722","rec00722",2021-05-11,"XMTTCDL",38,100,"p00722",2021-04-24
"723","rec00723",2021-05-21,"DLWFVYS",33,100,"p00723",2021-04-24
"724","rec00724",2021-05-05,"VYNHPJJ",24,100,"p00724",2021-04-25
"725","rec00725",2021-05-05,"KXDWCIZ",33,100,"p00725",2021-04-25
"726","rec00726",2021-06-19,"FNGHFMN",32,100,"p00726",2021-04-25
"727","rec00727",2021-05-24,"LCAYWQU",25,100,"p00727",2021-04-25
"728","rec00728",2021-05-01,"LJSBUIB",36,100,"p00728",2021-04-25
"729","rec00729",2021-05-04,"WVLOPWQ",41,100,"p00729",2021-04-25
"730","rec00730",2021-06-16,"KSKFCXR",35,100,"p00730",2021-04-26
"731","rec00731",2021-05-07,"OAHVLLJ",28,100,"p00731",2021-04-26
"732","rec00732",2021-06-11,"FVTENNB",42,100,"p00732",2021-04-26
"733","rec00733",2021-05-19,"WXOVRWM",30,100,"p00733",2021-04-26
"734","rec00734",2021-05-23,"DZNCDUT",32,100,"p00734",2021-04-26
"735","rec00735",2021-05-11,"AFYAJIK",29,100,"p00735",2021-04-26
"736","rec00736",2021-06-13,"NXERDGO",35,100,"p00736",2021-04-26
"737","rec00737",2021-05-02,"NSANFWZ",38,100,"p00737",2021-04-26
"738","rec00738",2021-04-29,"ZGXXXAA",31,100,"p00738",2021-04-26
"739","rec00739",2021-05-18,"TVUCGJP",30,100,"p00739",2021-04-26
"740","rec00740",2021-05-24,"HAFSODN",26,100,"p00740",2021-04-26
"741","rec00741",2021-04-28,"YNZLQYZ",24,100,"p00741",2021-04-26
"742","rec00742",2021-05-27,"NVATFAQ",30,100,"p00742",2021-04-26
"743","rec00743",2021-08-11,"TWYBSLM",31,100,"p00743",2021-04-27
"744","rec00744",2021-05-10,"AWKTHRO",21,100,"p00744",2021-04-27
"745","rec00745",2021-04-29,"AVMWBWQ",23,100,"p00745",2021-04-27
"746","rec00746",2021-05-14,"AADNEHH",39,100,"p00746",2021-04-27
"747","rec00747",2021-05-03,"EWEDERG",31,100,"p00747",2021-04-27
"748","rec00748",2021-05-01,"YXNPZRC",30,100,"p00748",2021-04-27
"749","rec00749",2021-05-21,"GVGHLRS",31,100,"p00749",2021-04-27
"750","rec00750",2021-05-27,"KBZGOUX",31,100,"p00750",2021-04-27
"751","rec00751",2021-05-13,"ZAWNPJN",24,100,"p00751",2021-04-27
"752","rec00752",2021-05-09,"PSFSPMD",30,100,"p00752",2021-04-27
"753","rec00753",2021-05-10,"QYRPIJU",26,100,"p00753",2021-04-27
"754","rec00754",2021-06-01,"DEHKOMP",35,100,"p00754",2021-04-27
"755","rec00755",2021-05-05,"NDRCDAF",21,100,"p00755",2021-04-28
"756","rec00756",2021-05-29,"IXGVGYZ",28,100,"p00756",2021-04-28
"757","rec00757",2021-04-30,"ZOFBOHP",37,100,"p00757",2021-04-28
"758","rec00758",2021-05-20,"YVCXATX",32,100,"p00758",2021-04-28
"759","rec00759",2021-05-16,"AGHIPRY",35,100,"p00759",2021-04-28
"760","rec00760",2021-05-01,"SDUTHXE",30,100,"p00760",2021-04-28
"761","rec00761",2021-05-14,"GTATTCD",28,100,"p00761",2021-04-28
"762","rec00762",2021-06-25,"FQBLLFZ",37,100,"p00762",2021-04-28
"763","rec00763",2021-04-28,"NJPVPWB",29,100,"p00763",2021-04-28
"764","rec00764",2021-05-12,"BGNFTUY",26,100,"p00764",2021-04-28
"765","rec00765",2021-05-02,"ZOONWEH",19,100,"p00765",2021-04-28
"766","rec00766",2021-04-28,"XZDXZFK",33,100,"p00766",2021-04-28
"767","rec00767",2021-06-22,"YOJKLVD",36,100,"p00767",2021-04-29
"768","rec00768",2021-05-06,"AGCNQIM",25,100,"p00768",2021-04-29
"769","rec00769",2021-05-04,"XPLUVGP",34,100,"p00769",2021-04-29
"770","rec00770",2021-06-19,"RGBTONM",30,100,"p00770",2021-04-29
"771","rec00771",2021-05-06,"VPTBJIP",23,100,"p00771",2021-04-29
"772","rec00772",2021-05-03,"LMGJLDW",31,100,"p00772",2021-04-29
"773","rec00773",2021-05-06,"XDKODAO",39,100,"p00773",2021-04-29
"774","rec00774",2021-06-27,"GJDGDBO",37,100,"p00774",2021-04-29
"775","rec00775",2021-05-10,"FNOXIGU",33,100,"p00775",2021-04-30
"776","rec00776",2021-06-27,"VUSKAYP",31,100,"p00776",2021-04-30
"777","rec00777",2021-05-02,"YOLKAXD",26,100,"p00777",2021-04-30
"778","rec00778",2021-05-09,"QARMOYF",33,100,"p00778",2021-04-30
"779","rec00779",2021-05-12,"CBDBJSH",33,100,"p00779",2021-04-30
"780","rec00780",2021-06-13,"YNCKNRE",26,100,"p00780",2021-04-30
"781","rec00781",2021-05-02,"LBQXSUN",28,100,"p00781",2021-04-30
"782","rec00782",2021-05-02,"SJKLPDL",25,100,"p00782",2021-04-30
"783","rec00783",2021-05-04,"CRJQHMX",31,100,"p00783",2021-05-01
"784","rec00784",2021-05-08,"TVRHRXE",24,100,"p00784",2021-05-01
"785","rec00785",2021-06-05,"JYZITVT",26,100,"p00785",2021-05-01
"786","rec00786",2021-06-04,"NIZQSGO",31,100,"p00786",2021-05-01
"787","rec00787",2021-05-17,"QVFLOML",27,100,"p00787",2021-05-01
"788","rec00788",2021-05-07,"ZBCUFKL",28,100,"p00788",2021-05-01
"789","rec00789",2021-05-14,"VFAGAUC",27,100,"p00789",2021-05-01
"790","rec00790",2021-05-11,"ZXJJHEM",22,100,"p00790",2021-05-01
"791","rec00791",2021-05-13,"OZLGWBL",33,100,"p00791",2021-05-01
"792","rec00792",2021-05-30,"GLUJFRJ",27,100,"p00792",2021-05-01
"793","rec00793",2021-05-15,"SFHYVPO",28,100,"p00793",2021-05-01
"794","rec00794",2021-05-11,"JYGUWBW",42,100,"p00794",2021-05-01
"795","rec00795",2021-05-12,"TUUFIVV",30,100,"p00795",2021-05-02
"796","rec00796",2021-05-10,"RJEOTRU",29,100,"p00796",2021-05-02
"797","rec00797",2021-05-22,"IXIONKO",27,100,"p00797",2021-05-02
"798","rec00798",2021-05-08,"RAFBKYD",26,100,"p00798",2021-05-02
"799","rec00799",2021-05-20,"VAXFJPM",32,100,"p00799",2021-05-02
"800","rec00800",2021-05-15,"JBECUNL",31,100,"p00800",2021-05-02
"801","rec00801",2021-06-24,"ILAGXYJ",30,100,"p00801",2021-05-02
"802","rec00802",2021-06-01,"FCKGNKK",36,100,"p00802",2021-05-02
"803","rec00803",2021-05-06,"XEHKRYL",22,100,"p00803",2021-05-02
"804","rec00804",2021-05-10,"TXSDEVE",24,100,"p00804",2021-05-02
"805","rec00805",2021-05-07,"HORLDYG",25,100,"p00805",2021-05-02
"806","rec00806",2021-05-06,"QVSRRDF",33,100,"p00806",2021-05-03
"807","rec00807",2021-05-31,"EQWRHLR",44,100,"p00807",2021-05-03
"808","rec00808",2021-05-04,"KVBRPAF",44,100,"p00808",2021-05-03
"809","rec00809",2021-05-09,"TCKRQPE",27,100,"p00809",2021-05-03
"810","rec00810",2021-05-17,"FQXATVL",29,100,"p00810",2021-05-04
"811","rec00811",2021-05-08,"JXZAXAB",30,100,"p00811",2021-05-04
"812","rec00812",2021-05-07,"LXZQVYB",31,100,"p00812",2021-05-04
"813","rec00813",2021-05-14,"FEDLFXE",29,100,"p00813",2021-05-04
"814","rec00814",2021-07-09,"WXEJGNY",44,100,"p00814",2021-05-05
"815","rec00815",2021-05-15,"BNUZFFS",40,100,"p00815",2021-05-05
"816","rec00816",2021-05-11,"UWKWVYQ",22,100,"p00816",2021-05-05
"817","rec00817",2021-05-22,"HMAXRRO",31,100,"p00817",2021-05-05
"818","rec00818",2021-06-08,"UKGNXAJ",28,100,"p00818",2021-05-05
"819","rec00819",2021-05-16,"UYHMBDW",39,100,"p00819",2021-05-06
"820","rec00820",2021-05-08,"UTKNOBJ",23,100,"p00820",2021-05-06
"821","rec00821",2021-05-15,"HSHJCBA",30,100,"p00821",2021-05-06
"822","rec00822",2021-06-30,"SZVIFNT",37,100,"p00822",2021-05-06
"823","rec00823",2021-05-20,"RFWOYDG",32,100,"p00823",2021-05-06
"824","rec00824",2021-06-05,"BFUUUSM",29,100,"p00824",2021-05-06
"825","rec00825",2021-05-31,"KZPDLNB",25,100,"p00825",2021-05-06
"826","rec00826",2021-05-19,"INKNZAB",34,100,"p00826",2021-05-06
"827","rec00827",2021-05-09,"LLRPTVR",28,100,"p00827",2021-05-06
"828","rec00828",2021-05-16,"ZOBMDHD",33,100,"p00828",2021-05-07
"829","rec00829",2021-05-11,"DPXIKLN",33,100,"p00829",2021-05-07
"830","rec00830",2021-05-08,"BCFPRIY",25,100,"p00830",2021-05-07
"831","rec00831",2021-05-19,"ODKEWCZ",28,100,"p00831",2021-05-07
"832","rec00832",2021-06-25,"YKIZCSD",34,100,"p00832",2021-05-07
"833","rec00833",2021-05-17,"GRHYVSR",30,100,"p00833",2021-05-07
"834","rec00834",2021-05-22,"DVXQHHC",32,100,"p00834",2021-05-07
"835","rec00835",2021-05-10,"DEIRHLF",30,100,"p00835",2021-05-07
"836","rec00836",2021-05-09,"RGCGXAZ",21,100,"p00836",2021-05-08
"837","rec00837",2021-05-14,"TYCPQZX",26,100,"p00837",2021-05-08
"838","rec00838",2021-05-09,"WJZLWYV",29,100,"p00838",2021-05-08
"839","rec00839",2021-05-22,"VREXVNU",24,100,"p00839",2021-05-08
"840","rec00840",2021-06-07,"INMFEIS",21,100,"p00840",2021-05-08
"841","rec00841",2021-05-14,"LXGNMVW",26,100,"p00841",2021-05-08
"842","rec00842",2021-06-03,"UCGGVPL",26,100,"p00842",2021-05-08
"843","rec00843",2021-06-09,"AFLZJSV",33,100,"p00843",2021-05-09
"844","rec00844",2021-05-20,"LPGQHSK",21,100,"p00844",2021-05-09
"845","rec00845",2021-05-21,"HCLNOKS",27,100,"p00845",2021-05-09
"846","rec00846",2021-06-08,"UNVNZUQ",36,100,"p00846",2021-05-09
"847","rec00847",2021-05-19,"IVKNWEJ",31,100,"p00847",2021-05-09
"848","rec00848",2021-05-27,"LZRYAOK",34,100,"p00848",2021-05-10
"849","rec00849",2021-05-13,"FQHYIZP",37,100,"p00849",2021-05-10
"850","rec00850",2021-05-11,"RCEPOMR",34,100,"p00850",2021-05-10
"851","rec00851",2021-05-10,"SFXIKRR",30,100,"p00851",2021-05-10
"852","rec00852",2021-05-13,"STSDLUO",35,100,"p00852",2021-05-10
"853","rec00853",2021-05-28,"ZWQVVJS",35,100,"p00853",2021-05-10
"854","rec00854",2021-05-10,"WISKVJZ",28,100,"p00854",2021-05-10
"855","rec00855",2021-05-19,"UBYRHGL",33,100,"p00855",2021-05-10
"856","rec00856",2021-06-18,"TPDMJWS",28,100,"p00856",2021-05-10
"857","rec00857",2021-05-14,"EUPKVZM",33,100,"p00857",2021-05-11
"858","rec00858",2021-05-14,"SYTORYM",31,100,"p00858",2021-05-11
"859","rec00859",2021-06-20,"ERPNROI",26,100,"p00859",2021-05-11
"860","rec00860",2021-05-16,"GKPUCRF",21,100,"p00860",2021-05-11
"861","rec00861",2021-05-29,"GJWHSEB",28,100,"p00861",2021-05-11
"862","rec00862",2021-05-20,"HRSCOBY",28,100,"p00862",2021-05-12
"863","rec00863",2021-05-31,"FXTOLQU",36,100,"p00863",2021-05-12
"864","rec00864",2021-06-17,"SHXBULO",27,100,"p00864",2021-05-12
"865","rec00865",2021-05-16,"CICFKUJ",23,100,"p00865",2021-05-12
"866","rec00866",2021-05-25,"XZQIOUS",30,100,"p00866",2021-05-13
"867","rec00867",2021-06-15,"RUGNBTK",23,100,"p00867",2021-05-13
"868","rec00868",2021-05-22,"EGYRIFG",26,100,"p00868",2021-05-13
"869","rec00869",2021-05-16,"GBVLCAK",19,100,"p00869",2021-05-13
"870","rec00870",2021-05-15,"VFYTAXJ",24,100,"p00870",2021-05-13
"871","rec00871",2021-07-27,"DTVBJEW",29,100,"p00871",2021-05-14
"872","rec00872",2021-06-05,"TRIRZNU",29,100,"p00872",2021-05-14
"873","rec00873",2021-06-08,"FIPBOVF",28,100,"p00873",2021-05-14
"874","rec00874",2021-05-22,"CFRAVBY",33,100,"p00874",2021-05-14
"875","rec00875",2021-05-19,"WHFWPQD",25,100,"p00875",2021-05-14
"876","rec00876",2021-05-18,"JZARRMC",33,100,"p00876",2021-05-14
"877","rec00877",2021-05-19,"GYUCTSQ",30,100,"p00877",2021-05-14
"878","rec00878",2021-05-17,"ZANKSQY",34,100,"p00878",2021-05-14
"879","rec00879",2021-06-17,"UBHFPDJ",29,100,"p00879",2021-05-15
"880","rec00880",2021-05-19,"KSVKPWZ",36,100,"p00880",2021-05-15
"881","rec00881",2021-05-23,"QLTZUHV",35,100,"p00881",2021-05-15
"882","rec00882",2021-06-10,"EJDKJLD",40,100,"p00882",2021-05-15
"883","rec00883",2021-06-04,"VLNACKZ",29,100,"p00883",2021-05-15
"884","rec00884",2021-05-29,"VKJIYJU",32,100,"p00884",2021-05-15
"885","rec00885",2021-05-30,"BURUTCH",21,100,"p00885",2021-05-16
"886","rec00886",2021-05-22,"UKHSPYZ",29,100,"p00886",2021-05-16
"887","rec00887",2021-06-07,"ODOEZRQ",26,100,"p00887",2021-05-16
"888","rec00888",2021-06-23,"XISFEBN",23,100,"p00888",2021-05-16
"889","rec00889",2021-05-24,"YWWADQI",37,100,"p00889",2021-05-16
"890","rec00890",2021-07-02,"CREGQKF",29,100,"p00890",2021-05-16
"891","rec00891",2021-06-05,"TBSCDJV",32,100,"p00891",2021-05-17
"892","rec00892",2021-06-04,"TXDLMTA",25,100,"p00892",2021-05-17
"893","rec00893",2021-05-25,"LCKXIPC",32,100,"p00893",2021-05-17
"894","rec00894",2021-06-05,"QDPSLCC",31,100,"p00894",2021-05-17
"895","rec00895",2021-06-05,"RKUJMCE",25,100,"p00895",2021-05-17
"896","rec00896",2021-05-22,"VWAWQNY",27,100,"p00896",2021-05-18
"897","rec00897",2021-06-09,"OVQVSQT",33,100,"p00897",2021-05-18
"898","rec00898",2021-05-18,"HPTPOIR",40,100,"p00898",2021-05-18
"899","rec00899",2021-05-30,"LJIWYTH",34,100,"p00899",2021-05-18
"900","rec00900",2021-06-03,"WKSYWND",29,100,"p00900",2021-05-19
"901","rec00901",2021-05-21,"PQFYWGA",23,100,"p00901",2021-05-19
"902","rec00902",2021-05-26,"LNWOAFQ",37,100,"p00902",2021-05-19
"903","rec00903",2021-06-15,"FDLOMXB",28,100,"p00903",2021-05-19
"904","rec00904",2021-05-22,"LTVGAFM",26,100,"p00904",2021-05-19
"905","rec00905",2021-06-16,"XSHFGHH",34,100,"p00905",2021-05-19
"906","rec00906",2021-06-09,"QZFWGRO",34,100,"p00906",2021-05-20
"907","rec00907",2021-06-05,"SLRRIXH",31,100,"p00907",2021-05-20
"908","rec00908",2021-06-15,"RTGZNAP",27,100,"p00908",2021-05-20
"909","rec00909",2021-05-31,"KJNGKHX",28,100,"p00909",2021-05-21
"910","rec00910",2021-06-07,"IRWGLDV",27,100,"p00910",2021-05-21
"911","rec00911",2021-05-21,"MQOABGZ",30,100,"p00911",2021-05-21
"912","rec00912",2021-05-27,"DZKJUVX",31,100,"p00912",2021-05-22
"913","rec00913",2021-05-29,"OBVUZEN",30,100,"p00913",2021-05-23
"914","rec00914",2021-06-07,"WFNWCWY",22,100,"p00914",2021-05-23
"915","rec00915",2021-06-19,"RDTTYDZ",31,100,"p00915",2021-05-23
"916","rec00916",2021-05-27,"XYJBGXP",31,100,"p00916",2021-05-23
"917","rec00917",2021-06-29,"YGYPJSZ",29,100,"p00917",2021-05-23
"918","rec00918",2021-07-29,"VTLJDMV",25,100,"p00918",2021-05-24
"919","rec00919",2021-05-31,"MBUKZFG",41,100,"p00919",2021-05-24
"920","rec00920",2021-06-06,"LTKPHSI",27,100,"p00920",2021-05-24
"921","rec00921",2021-06-26,"XGTLMAD",30,100,"p00921",2021-05-24
"922","rec00922",2021-05-31,"JUTAVOY",24,100,"p00922",2021-05-25
"923","rec00923",2021-07-03,"MSCVXUW",30,100,"p00923",2021-05-25
"924","rec00924",2021-08-08,"NFLNPIW",30,100,"p00924",2021-05-25
"925","rec00925",2021-06-19,"IFHSDCT",28,100,"p00925",2021-05-25
"926","rec00926",2021-06-17,"QIZSFKV",36,100,"p00926",2021-05-25
"927","rec00927",2021-06-13,"JNJMYFE",34,100,"p00927",2021-05-26
"928","rec00928",2021-05-31,"HNCQATN",33,100,"p00928",2021-05-26
"929","rec00929",2021-05-30,"JWCXXBW",35,100,"p00929",2021-05-26
"930","rec00930",2021-06-12,"JZOLEVG",29,100,"p00930",2021-05-26
"931","rec00931",2021-05-26,"NLRJMJV",39,100,"p00931",2021-05-26
"932","rec00932",2021-05-31,"GTVWDJR",29,100,"p00932",2021-05-27
"933","rec00933",2021-06-14,"ZLPVBCE",36,100,"p00933",2021-05-27
"934","rec00934",2021-06-28,"GOYIDRJ",26,100,"p00934",2021-05-27
"935","rec00935",2021-06-25,"BXCMBGJ",30,100,"p00935",2021-05-27
"936","rec00936",2021-05-30,"MMFXJSG",33,100,"p00936",2021-05-27
"937","rec00937",2021-06-28,"FHUZZIB",34,100,"p00937",2021-05-27
"938","rec00938",2021-05-28,"BHENGMS",30,100,"p00938",2021-05-28
"939","rec00939",2021-07-08,"LWAXOOA",29,100,"p00939",2021-05-28
"940","rec00940",2021-06-04,"VZCIDQE",35,100,"p00940",2021-05-28
"941","rec00941",2021-06-21,"RZZSNZG",25,100,"p00941",2021-05-29
"942","rec00942",2021-06-04,"XVJSNZO",33,100,"p00942",2021-05-30
"943","rec00943",2021-06-11,"MDIXJRH",29,100,"p00943",2021-05-30
"944","rec00944",2021-06-22,"HZBUJES",21,100,"p00944",2021-05-30
"945","rec00945",2021-06-25,"GJSMCEJ",26,100,"p00945",2021-05-30
"946","rec00946",2021-06-20,"EUROPPY",28,100,"p00946",2021-06-01
"947","rec00947",2021-06-09,"OHDZQJP",27,100,"p00947",2021-06-02
"948","rec00948",2021-06-05,"DJOVKFW",26,100,"p00948",2021-06-02
"949","rec00949",2021-06-29,"HNCNXOP",36,100,"p00949",2021-06-02
"950","rec00950",2021-07-02,"BFQGBRA",22,100,"p00950",2021-06-02
"951","rec00951",2021-07-04,"CCGLSLH",37,100,"p00951",2021-06-03
"952","rec00952",2021-07-24,"CKTKGNT",25,100,"p00952",2021-06-03
"953","rec00953",2021-06-16,"CXUBFZR",31,100,"p00953",2021-06-03
"954","rec00954",2021-06-17,"AEJCFSA",29,100,"p00954",2021-06-03
"955","rec00955",2021-06-11,"VVEWTSO",34,100,"p00955",2021-06-04
"956","rec00956",2021-06-11,"IWLYEWZ",26,100,"p00956",2021-06-05
"957","rec00957",2021-07-03,"EYAIHHA",30,100,"p00957",2021-06-05
"958","rec00958",2021-06-09,"JRMIHTB",30,100,"p00958",2021-06-05
"959","rec00959",2021-06-13,"CXJAUYI",28,100,"p00959",2021-06-06
"960","rec00960",2021-06-23,"TJSPDLR",33,100,"p00960",2021-06-06
"961","rec00961",2021-07-02,"DNYMOEA",27,100,"p00961",2021-06-06
"962","rec00962",2021-06-09,"OAFUEFR",36,100,"p00962",2021-06-07
"963","rec00963",2021-06-24,"ACQRBAH",20,100,"p00963",2021-06-07
"964","rec00964",2021-06-29,"TGIJYOI",31,100,"p00964",2021-06-07
"965","rec00965",2021-06-13,"NNDPQSQ",27,100,"p00965",2021-06-07
"966","rec00966",2021-06-16,"YRAMQFL",30,100,"p00966",2021-06-08
"967","rec00967",2021-06-23,"LPFDWIW",34,100,"p00967",2021-06-08
"968","rec00968",2021-08-02,"ZONIFVF",31,100,"p00968",2021-06-08
"969","rec00969",2021-06-18,"UIUIDCC",26,100,"p00969",2021-06-08
"970","rec00970",2021-06-19,"HEXNHBH",27,100,"p00970",2021-06-09
"971","rec00971",2021-07-11,"ZIFSLXQ",42,100,"p00971",2021-06-09
"972","rec00972",2021-06-27,"JFZAYHK",31,100,"p00972",2021-06-10
"973","rec00973",2021-06-29,"ZJIPQSH",31,100,"p00973",2021-06-11
"974","rec00974",2021-08-19,"PRWCJYI",26,100,"p00974",2021-06-13
"975","rec00975",2021-06-14,"RHCZHBK",25,100,"p00975",2021-06-13
"976","rec00976",2021-06-23,"BBVWKLA",30,100,"p00976",2021-06-14
"977","rec00977",2021-06-25,"LKJUGBJ",30,100,"p00977",2021-06-15
"978","rec00978",2021-07-03,"ZLEMEGP",37,100,"p00978",2021-06-15
"979","rec00979",2021-06-17,"CMWWCGG",27,100,"p00979",2021-06-16
"980","rec00980",2021-06-20,"DOINTLM",26,100,"p00980",2021-06-17
"981","rec00981",2021-07-25,"TWSXNRZ",32,100,"p00981",2021-06-17
"982","rec00982",2021-06-19,"JGWCGTM",21,100,"p00982",2021-06-17
"983","rec00983",2021-07-02,"IWPEFSP",33,100,"p00983",2021-06-17
"984","rec00984",2021-06-29,"XUNWJQA",29,100,"p00984",2021-06-18
"985","rec00985",2021-08-10,"RDCEJVX",35,100,"p00985",2021-06-18
"986","rec00986",2021-06-22,"SGFOQYC",38,100,"p00986",2021-06-20
"987","rec00987",2021-07-21,"YWVQSFC",23,100,"p00987",2021-06-21
"988","rec00988",2021-07-31,"OCAEBXE",31,100,"p00988",2021-06-21
"989","rec00989",2021-06-27,"JZYSCOB",28,100,"p00989",2021-06-23
"990","rec00990",2021-06-24,"RJVMNUA",26,100,"p00990",2021-06-23
"991","rec00991",2021-07-02,"CQVCDRB",29,100,"p00991",2021-06-23
"992","rec00992",2021-07-02,"TDWAEZZ",31,100,"p00992",2021-06-24
"993","rec00993",2021-07-06,"JKVEMQK",24,100,"p00993",2021-06-24
"994","rec00994",2021-07-17,"XIJLHXI",39,100,"p00994",2021-06-27
"995","rec00995",2021-06-28,"FYFYACV",25,100,"p00995",2021-06-27
"996","rec00996",2021-07-22,"GZCBWSY",30,100,"p00996",2021-06-29
"997","rec00997",2021-07-06,"BWCWYBE",30,100,"p00997",2021-06-29
"998","rec00998",2021-07-20,"MCKIGJK",27,100,"p00998",2021-07-01
"999","rec00999",2021-07-09,"AIAFNYK",28,100,"p00999",2021-07-03
"1000","rec01000",2021-08-08,"QXMRTCL",25,100,"p01000",2021-07-03
"1001","rec01001",2021-07-12,"NMOVOCJ",33,100,"p01001",2021-07-04
"1002","rec01002",2021-07-14,"YKHCWFU",26,100,"p01002",2021-07-04
"1003","rec01003",2021-07-12,"YCKJQUQ",33,100,"p01003",2021-07-05
"1004","rec01004",2021-07-13,"YRLPJEU",27,100,"p01004",2021-07-05
"1005","rec01005",2021-08-03,"VXEHQDI",35,100,"p01005",2021-07-05
"1006","rec01006",2021-08-02,"DGYTKHS",24,100,"p01006",2021-07-05
"1007","rec01007",2021-07-20,"GXPRDLH",23,100,"p01007",2021-07-06
"1008","rec01008",2021-07-31,"ROTLPKY",27,100,"p01008",2021-07-07
"1009","rec01009",2021-08-26,"IEWCNSP",29,100,"p01009",2021-07-07
"1010","rec01010",2021-07-29,"IZFHBVE",32,100,"p01010",2021-07-07
"1011","rec01011",2021-07-12,"RYEOVVJ",24,100,"p01011",2021-07-08
"1012","rec01012",2021-08-14,"GACKUWU",29,100,"p01012",2021-07-11
"1013","rec01013",2021-07-22,"HKSIHTF",31,100,"p01013",2021-07-12
"1014","rec01014",2021-07-19,"UCAGHHN",32,100,"p01014",2021-07-12
"1015","rec01015",2021-07-21,"LCRDOWM",21,100,"p01015",2021-07-12
"1016","rec01016",2021-07-16,"FRGNNQE",26,100,"p01016",2021-07-13
"1017","rec01017",2021-07-13,"VZUTWKR",35,100,"p01017",2021-07-13
"1018","rec01018",2021-07-25,"FOWPCBN",24,100,"p01018",2021-07-14
"1019","rec01019",2021-07-17,"BVBHYVP",21,100,"p01019",2021-07-15
"1020","rec01020",2021-07-16,"EAWPQWC",33,100,"p01020",2021-07-16
"1021","rec01021",2021-08-02,"OGJGSMA",23,100,"p01021",2021-07-16
"1022","rec01022",2021-08-26,"FSNZUZG",24,100,"p01022",2021-07-16
"1023","rec01023",2021-07-30,"QHPAWDT",33,100,"p01023",2021-07-16
"1024","rec01024",2021-08-02,"QFZOBTR",35,100,"p01024",2021-07-17
"1025","rec01025",2021-07-19,"CXPXQVN",39,100,"p01025",2021-07-19
"1026","rec01026",2021-08-12,"RQEFXCH",24,100,"p01026",2021-07-19
"1027","rec01027",2021-08-04,"CWNGGXE",23,100,"p01027",2021-07-19
"1028","rec01028",2021-07-28,"BBVKGVN",34,100,"p01028",2021-07-20
"1029","rec01029",2021-08-05,"CAUKAWF",25,100,"p01029",2021-07-20
"1030","rec01030",2021-07-23,"NGUWLYY",21,100,"p01030",2021-07-20
"1031","rec01031",2021-07-26,"DLIDRJO",31,100,"p01031",2021-07-21
"1032","rec01032",2021-08-28,"NWFLJEL",23,100,"p01032",2021-07-22
"1033","rec01033",2021-07-24,"AUNXHDX",24,100,"p01033",2021-07-23
"1034","rec01034",2021-08-14,"MDIBYEZ",19,100,"p01034",2021-07-24
"1035","rec01035",2021-08-16,"MVAARYR",25,100,"p01035",2021-07-24
"1036","rec01036",2021-08-18,"FCSGCTT",35,100,"p01036",2021-07-25
"1037","rec01037",2021-08-04,"HPBXEHQ",28,100,"p01037",2021-07-25
"1038","rec01038",2021-08-13,"JPLILCW",34,100,"p01038",2021-07-25
"1039","rec01039",2021-07-26,"WFLLQKF",30,100,"p01039",2021-07-26
"1040","rec01040",2021-07-28,"TOHGWKJ",31,100,"p01040",2021-07-26
"1041","rec01041",2021-08-09,"TFGSIIP",28,100,"p01041",2021-07-26
"1042","rec01042",2021-08-16,"AAFPBGX",28,100,"p01042",2021-07-26
"1043","rec01043",2021-08-09,"XZNVYNB",27,100,"p01043",2021-07-28
"1044","rec01044",2021-07-30,"OZVFQYT",31,100,"p01044",2021-07-28
